PeakID (cmd=annotatePeaks.pl HIOE_RFX6/HIOE_RFX6_0917input_0.05peaks.txt hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
chr1-549	chr1	180123201	180123655	+	22.7	0.522	promoter-TSS (NM_002826)	promoter-TSS (NM_002826)	-540	NM_001004128	5768	Hs.719176	NM_002826	ENSG00000116260	QSOX1	Q6|QSCN6	quiescin sulfhydryl oxidase 1	protein-coding
chr18-59	chr18	22007481	22007935	+	22.7	0.909	intron (NM_018439, intron 1 of 10)	intron (NM_018439, intron 1 of 10)	1074	NM_018439	55364	Hs.515317	NM_018439	ENSG00000154059	IMPACT	RWDD5	impact RWD domain protein	protein-coding
chr3-326	chr3	31964416	31964870	+	21.4	0.789	intron (NM_001174060, intron 1 of 10)	intron (NM_001174060, intron 1 of 10)	-58599	NM_001137674	344787	Hs.585139	NM_001137674	ENSG00000197385	ZNF860	-	zinc finger protein 860	protein-coding
chr1-540	chr1	243617978	243618432	+	21.4	0.810	intron (NM_001350249, intron 16 of 17)	intron (NM_001350249, intron 16 of 17)	108727	NR_039824	100616343		NR_039824	ENSG00000265201	MIR4677	mir-4677	microRNA 4677	ncRNA
chr5-236	chr5	179780246	179780700	+	21.4	0.850	promoter-TSS (NM_005110)	promoter-TSS (NM_005110)	-137	NM_005110	9945	Hs.696497	NM_005110	ENSG00000131459	GFPT2	GFAT|GFAT 2|GFAT2	glutamine-fructose-6-phosphate transaminase 2	protein-coding
chr20-166	chr20	18039532	18039986	+	21.4	0.684	promoter-TSS (NM_001303462)	promoter-TSS (NM_001303462)	73	NM_001303461	58495	Hs.661013	NM_021220	ENSG00000125850	OVOL2	CHED|CHED1|CHED2|EUROIMAGE566589|PPCD1|ZNF339	ovo like zinc finger 2	protein-coding
chr1-638	chr1	15544965	15545419	+	21.4	0.895	intron (NM_001319665, intron 3 of 3)	MER66C|LTR|ERV1	-28529	NM_052929	114827	Hs.659997	NM_052929	ENSG00000142621	FHAD1	-	forkhead associated phosphopeptide binding domain 1	protein-coding
chr1-580	chr1	154839414	154839868	+	21.4	0.900	intron (NM_001204087, intron 1 of 8)	intron (NM_001204087, intron 1 of 8)	905	NM_001365838	3782	Hs.490765	NM_002249	ENSG00000143603	KCNN3	KCa2.3|SK3|SKCA3|hSK3	potassium calcium-activated channel subfamily N member 3	protein-coding
chr8-214	chr8	70475244	70475698	+	21.4	0.850	intron (NR_156414, intron 2 of 20)	intron (NR_156414, intron 2 of 20)	-29664	NR_132437	23213	Hs.409602	NM_015170	ENSG00000137573	SULF1	SULF-1	sulfatase 1	protein-coding
chr11-308	chr11	44346740	44347194	+	21.4	0.714	Intergenic	L2a|LINE|L2	-15278	NM_021926	60529	Hs.436055	NM_021926	ENSG00000052850	ALX4	CRS5|FND2	ALX homeobox 4	protein-coding
chr1-553	chr1	90092318	90092772	+	21.4	0.900	intron (NR_033981, intron 2 of 2)	(CA)n|Simple_repeat|Simple_repeat	5908	NR_033981	400761	Hs.741594	NR_033981	ENSG00000231999	LRRC8C-DT	-	LRRC8C divergent transcript	ncRNA
chr6-228	chr6	117735886	117736340	+	21.4	0.818	intron (NM_002944, intron 3 of 42)	intron (NM_002944, intron 3 of 42)	10905	NM_002944	6098	Hs.1041	NM_002944	ENSG00000047936	ROS1	MCF3|ROS|c-ros-1	ROS proto-oncogene 1, receptor tyrosine kinase	protein-coding
chr15-146	chr15	29834712	29835166	+	21.4	0.810	intron (NM_015307, intron 1 of 10)	L1MB3|LINE|L1	27988	NM_015307	23359	Hs.383564	NM_015307	ENSG00000104059	FAM189A1	TMEM228	family with sequence similarity 189 member A1	protein-coding
chr10-263	chr10	12656517	12656971	+	21.4	0.842	intron (NM_001351032, intron 4 of 11)	intron (NM_001351032, intron 4 of 11)	35992	NR_039700	100616151		NR_039700	ENSG00000263584	MIR4480	-	microRNA 4480	ncRNA
chr4-194	chr4	1282980	1283434	+	21.4	0.864	promoter-TSS (NM_001297430)	promoter-TSS (NM_001297430)	-472	NM_001297430	10296	Hs.139896	NM_005882	ENSG00000090316	MAEA	EMLP|EMP|GID9|HLC-10|P44EMLP|PIG5	macrophage erythroblast attacher	protein-coding
chr3-341	chr3	130465467	130465921	+	21.4	0.810	promoter-TSS (NM_014602)	promoter-TSS (NM_014602)	-21	NM_014602	30849	Hs.149032	NM_014602	ENSG00000196455	PIK3R4	VPS15|p150	phosphoinositide-3-kinase regulatory subunit 4	protein-coding
chrY-21	chrY	58855851	58856305	+	21.4	0.850	Intergenic	Intergenic	-244325	NM_005840	10251	Hs.381912	NM_005840	ENSG00000168939	SPRY3	spry-3	sprouty RTK signaling antagonist 3	protein-coding
chr2-406	chr2	98398546	98399000	+	21.4	0.895	intron (NM_015348, intron 31 of 40)	L1MD1|LINE|L1	47904	NM_207519	7535	Hs.234569	NM_001079	ENSG00000115085	ZAP70	ADMIO2|IMD48|SRK|STCD|STD|TZK|ZAP-70	zeta chain of T cell receptor associated protein kinase 70	protein-coding
chr4-190	chr4	8838807	8839261	+	21.4	0.737	Intergenic	Intergenic	34531	NM_001306142	3166	Hs.104134	NM_018942	ENSG00000215612	HMX1	H6|NKX5-3	H6 family homeobox 1	protein-coding
chr1-542	chr1	243418858	243419312	+	21.4	0.826	promoter-TSS (NM_001350247)	promoter-TSS (NM_001350247)	-222	NM_001350248	10806	Hs.591530	NM_006642	ENSG00000054282	SDCCAG8	BBS16|CCCAP|CCCAP SLSN7|HSPC085|NPHP10|NY-CO-8|SLSN7|hCCCAP	serologically defined colon cancer antigen 8	protein-coding
chr10-244	chr10	114050718	114051172	+	21.4	0.900	intron (NM_058222, intron 5 of 10)	L1PA10|LINE|L1	7787	NM_058222	6975	Hs.345485	NM_058222	ENSG00000119913	TECTB	-	tectorin beta	protein-coding
chr5-214	chr5	137474888	137475342	+	21.4	0.857	promoter-TSS (NM_003551)	promoter-TSS (NM_003551)	2	NM_003551	8382	Hs.730856	NM_003551	ENSG00000112981	NME5	NM23-H5|NM23H5|RSPH23	NME/NM23 family member 5	protein-coding
chr16-240	chr16	71417294	71417748	+	21.4	0.750	intron (NR_027910, intron 6 of 9)	intron (NR_027910, intron 6 of 9)	24895	NR_027910	794	Hs.106857	NM_001740	ENSG00000172137	CALB2	CAB29|CAL2|CR	calbindin 2	protein-coding
chr11-326	chr11	46264646	46265100	+	21.4	0.810	Intergenic	Intergenic	-34340	NM_052854	90993	Hs.405961	NM_052854	ENSG00000157613	CREB3L1	OASIS|OI16	cAMP responsive element binding protein 3 like 1	protein-coding
chr3-381	chr3	60546001	60546455	+	21.4	0.789	intron (NM_001354589, intron 4 of 8)	intron (NM_001354589, intron 4 of 8)	57375	NR_128708	103504735		NR_128708	ENSG00000281426	MIR548BB	MI0029321|hsa-mir-548bb	microRNA 548bb	ncRNA
chr12-233	chr12	131110841	131111295	+	21.4	0.667	intron (NM_001351228, intron 2 of 21)	(CACCAT)n|Simple_repeat|Simple_repeat	1933	NM_015347	23504	Hs.657441	NM_015347	ENSG00000060709	RIMBP2	PPP1R133|RBP2|RIM-BP2	RIMS binding protein 2	protein-coding
chr2-423	chr2	111812594	111813048	+	21.4	0.900	intron (NM_001142807, intron 16 of 17)	intron (NM_001142807, intron 16 of 17)	60344	NR_122074	400997	Hs.652337	NR_122074	ENSG00000204581	ACOXL-AS1	-	ACOXL antisense RNA 1	ncRNA
chr5-257	chr5	34684354	34684808	+	21.4	0.900	promoter-TSS (NM_001145521)	promoter-TSS (NM_001145521)	-31	NM_001145521	26064	Hs.431400	NM_015577	ENSG00000039560	RAI14	NORPEG|RAI13	retinoic acid induced 14	protein-coding
chr1-639	chr1	181376076	181376530	+	21.4	0.800	Intergenic	Intergenic	-76350	NM_001205293	777	Hs.437444	NM_000721	ENSG00000198216	CACNA1E	BII|CACH6|CACNL1A6|Cav2.3|EIEE69|gm139	calcium voltage-gated channel subunit alpha1 E	protein-coding
chr17-360	chr17	47437785	47438239	+	21.4	0.700	promoter-TSS (NR_110884)	promoter-TSS (NR_110884)	-515	NR_110884	102724596	Hs.559253	NR_110882	ENSG00000248714	LOC102724596	-	uncharacterized LOC102724596	ncRNA
chr2-396	chr2	30440763	30441217	+	21.4	0.750	Intergenic	Intergenic	-13410	NM_030915	81606	Hs.567598	NM_030915	ENSG00000213626	LBH	-	LBH regulator of WNT signaling pathway	protein-coding
chr16-237	chr16	72955523	72955977	+	21.4	0.850	intron (NM_001164766, intron 2 of 8)	intron (NM_001164766, intron 2 of 8)	126277	NM_006885	463	Hs.598297	NM_006885	ENSG00000140836	ZFHX3	ATBF1|ATBT|ZNF927	zinc finger homeobox 3	protein-coding
chr14-192	chr14	96734883	96735337	+	21.4	0.714	Intergenic	Intergenic	12563	NM_000710	623	Hs.525572	NM_000710	ENSG00000100739	BDKRB1	B1BKR|B1R|BDKRB2|BKB1R|BKR1|BRADYB1	bradykinin receptor B1	protein-coding
chr6-280	chr6	71021776	71022230	+	21.4	0.842	Intergenic	Intergenic	-9216	NM_001851	1297	Hs.590892	NM_001851	ENSG00000112280	COL9A1	DJ149L1.1.2|EDM6|MED|STL4	collagen type IX alpha 1 chain	protein-coding
chr8-216	chr8	118958581	118959035	+	21.4	0.750	intron (NM_000127, intron 1 of 10)	intron (NM_000127, intron 1 of 10)	-25656	NR_145799	109623457		NR_145799		SNORD168	-	small nucleolar RNA, C/D box 168	snoRNA
chr17-346	chr17	70566530	70566984	+	21.4	0.632	intron (NR_137281, intron 1 of 4)	intron (NR_137281, intron 1 of 4)	22186	NR_036488	100499467	Hs.157726	NR_036488	ENSG00000227036	LINC00673	ERRLR01|HI-LNC75|HILNC75|LUCAIR1|SLNCR|SLNCR1	long intergenic non-protein coding RNA 673	ncRNA
chr3-307	chr3	140874024	140874478	+	21.4	0.850	Intergenic	MER63B|DNA|hAT-Blackjack	-76416	NM_001282728	92370	Hs.657887	NM_152282	ENSG00000155893	PXYLP1	ACPL2|HEL124|XYLP	2-phosphoxylose phosphatase 1	protein-coding
chr14-210	chr14	102553406	102553860	+	21.4	0.789	promoter-TSS (NM_005348)	promoter-TSS (NM_005348)	-252	NM_005348	3320	Hs.525600	NM_005348	ENSG00000080824	HSP90AA1	EL52|HEL-S-65p|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp103|Hsp89|Hsp90|LAP-2|LAP2	heat shock protein 90 alpha family class A member 1	protein-coding
chr6-249	chr6	134395392	134395846	+	21.4	0.857	Intergenic	MamGypLTR1b|LTR|Gypsy	-21857	NM_145176	154091	Hs.486508	NM_145176	ENSG00000146411	SLC2A12	GLUT12|GLUT8	solute carrier family 2 member 12	protein-coding
chr2-420	chr2	233792676	233793130	+	21.4	0.842	promoter-TSS (NM_001114090)	promoter-TSS (NM_001114090)	-42	NM_001114090	25791	Hs.97316	NM_019850	ENSG00000066248	NGEF	ARHGEF27|EPHEXIN	neuronal guanine nucleotide exchange factor	protein-coding
chr13-103	chr13	24195093	24195547	+	21.4	0.700	intron (NM_001204458, intron 4 of 9)	intron (NM_001204458, intron 4 of 9)	41821	NM_001354985	55504	Hs.149168	NM_018647	ENSG00000127863	TNFRSF19	TAJ|TAJ-alpha|TRADE|TROY	TNF receptor superfamily member 19	protein-coding
chr11-348	chr11	125281406	125281860	+	21.4	0.800	intron (NM_022062, intron 9 of 12)	intron (NM_022062, intron 9 of 12)	-83477	NM_001301851	403312	Hs.450611	NM_203452		LOC403312	-	putative uncharacterized protein MGC39545	protein-coding
chr18-72	chr18	55862658	55863112	+	21.4	0.895	5' UTR (NM_001144970, exon 1 of 29)	5' UTR (NM_001144970, exon 1 of 29)	248	NM_001144970	23327	Hs.185677	NM_015277	ENSG00000049759	NEDD4L	NEDD4-2|NEDD4.2|PVNH7|RSP5|hNEDD4-2	NEDD4 like E3 ubiquitin protein ligase	protein-coding
chr3-352	chr3	142297110	142297564	+	21.4	0.700	intron (NM_001184, intron 1 of 46)	CpG	238	NM_001354579	545	Hs.271791	NM_001184	ENSG00000175054	ATR	FCTCS|FRP1|MEC1|SCKL|SCKL1	ATR serine/threonine kinase	protein-coding
chr1-566	chr1	245320111	245320565	+	21.4	0.591	intron (NM_018012, intron 2 of 14)	intron (NM_018012, intron 2 of 14)	2051	NM_018012	55083	Hs.143134	NM_018012	ENSG00000162849	KIF26B	-	kinesin family member 26B	protein-coding
chr8-185	chr8	15559832	15560286	+	21.4	0.857	intron (NM_178234, intron 6 of 9)	L3|LINE|CR1	162287	NM_001356429	7991	Hs.426324	NM_006765	ENSG00000104723	TUSC3	D8S1992|M33|MRT22|MRT7|MagT2|N33|OST3A|SLC58A2	tumor suppressor candidate 3	protein-coding
chr4-199	chr4	6904247	6904701	+	21.4	0.773	Intergenic	Intergenic	-6697	NM_001113361	57533	Hs.518611	NM_020773	ENSG00000132405	TBC1D14	-	TBC1 domain family member 14	protein-coding
chr19-330	chr19	42927053	42927507	+	21.4	0.850	promoter-TSS (NR_073179)	promoter-TSS (NR_073179)	-627	NR_073179	100996307	Hs.466840	NR_073179	ENSG00000213904	LIPE-AS1	-	LIPE antisense RNA 1	ncRNA
chr20-157	chr20	12134199	12134653	+	21.4	0.800	Intergenic	MLT1F1|LTR|ERVL-MaLR	235885	NM_014962	22903	Hs.709366	NM_014962	ENSG00000132640	BTBD3	dJ742J24.1	BTB domain containing 3	protein-coding
chr10-277	chr10	79257457	79257911	+	21.4	0.762	intron (NM_001322832, intron 1 of 27)	intron (NM_001322832, intron 1 of 27)	139882	NM_002247	3778	Hs.144795	NM_002247	ENSG00000156113	KCNMA1	BKTM|CADEDS|KCa1.1|MaxiK|PNKD3|SAKCA|SLO|SLO-ALPHA|SLO1|bA205K10.1|hSlo|mSLO1	potassium calcium-activated channel subfamily M alpha 1	protein-coding
chr11-325	chr11	34214471	34214925	+	21.4	0.900	intron (NM_145804, intron 3 of 16)	Plat_L3|LINE|CR1	87522	NM_024662	55226	Hs.577281	NM_024662	ENSG00000135372	NAT10	ALP|Kre33|NET43	N-acetyltransferase 10	protein-coding
chr7-266	chr7	36328693	36329147	+	21.4	0.850	intron (NM_030636, intron 6 of 7)	L1MB3|LINE|L1	77929	NM_001199707	23366	Hs.6224	NM_015314	ENSG00000164542	KIAA0895	-	KIAA0895	protein-coding
chr22-135	chr22	18335853	18336307	+	21.4	0.900	intron (NM_015241, intron 19 of 31)	intron (NM_015241, intron 19 of 31)	53572	NM_001122731	57553	Hs.528024	NM_015241	ENSG00000243156	MICAL3	MICAL-3	microtubule associated monooxygenase, calponin and LIM domain containing 3	protein-coding
chrX-84	chrX	148606773	148607227	+	21.4	0.842	Intergenic	Intergenic	14312	NR_027455	100131434	Hs.669775	NM_001039766	ENSG00000241769	LINC00893	-	long intergenic non-protein coding RNA 893	ncRNA
chr1-615	chr1	160967144	160967598	+	21.4	0.714	3' UTR (NM_016946, exon 10 of 10)	3' UTR (NM_016946, exon 10 of 10)	23571	NM_001348091	50848	Hs.517293	NM_016946	ENSG00000158769	F11R	CD321|JAM|JAM1|JAMA|JCAM|KAT|PAM-1	F11 receptor	protein-coding
chr12-262	chr12	112036815	112037269	+	21.4	0.800	promoter-TSS (NR_146497)	promoter-TSS (NR_146497)	77	NM_002973	6311	Hs.76253	NM_002973	ENSG00000204842	ATXN2	ATX2|SCA2|TNRC13	ataxin 2	protein-coding
chr8-191	chr8	103247933	103248387	+	21.4	0.750	intron (NM_015713, intron 1 of 8)	intron (NM_015713, intron 1 of 8)	2899	NM_001172477	50484	Hs.512592	NM_015713	ENSG00000048392	RRM2B	MTDPS8A|MTDPS8B|P53R2	ribonucleotide reductase regulatory TP53 inducible subunit M2B	protein-coding
chr16-255	chr16	67140487	67140941	+	21.4	0.700	Intergenic	AluJb|SINE|Alu	-3130	NM_001320543	80262	Hs.513666	NM_025187	ENSG00000125149	C16orf70	C16orf6|LIN10|lin-10	chromosome 16 open reading frame 70	protein-coding
chr17-336	chr17	32295620	32296074	+	21.4	0.909	intron (NM_001094, intron 1 of 9)	intron (NM_001094, intron 1 of 9)	187978	NM_001094	40	Hs.368417	NM_001094	ENSG00000108684	ASIC2	ACCN|ACCN1|ASIC2a|BNC1|BNaC1|MDEG|hBNaC1	acid sensing ion channel subunit 2	protein-coding
chr5-210	chr5	166106034	166106488	+	21.4	0.905	Intergenic	Intergenic	247114	NR_108020	102557615		NR_108020	ENSG00000254130	LINC01947	CTB-7E3.1	long intergenic non-protein coding RNA 1947	ncRNA
chr21-61	chr21	43199309	43199763	+	21.4	0.750	Intergenic	MER51A|LTR|ERV1	-12324	NM_020639	54101	Hs.517310	NM_020639	ENSG00000183421	RIPK4	ANKK2|ANKRD3|CHANDS|DIK|NKRD3|PKK|PPS2|RIP4	receptor interacting serine/threonine kinase 4	protein-coding
chr10-252	chr10	60788015	60788469	+	21.4	0.895	Intergenic	L1MB7|LINE|L1	28964	NR_108046	100507008	Hs.170953	NR_108046		LINC00844	-	long intergenic non-protein coding RNA 844	ncRNA
chr1-539	chr1	59249595	59250049	+	21.4	0.773	promoter-TSS (NM_002228)	promoter-TSS (NM_002228)	-103	NM_002228	3725	Hs.696684	NM_002228	ENSG00000177606	JUN	AP-1|AP1|c-Jun|p39	Jun proto-oncogene, AP-1 transcription factor subunit	protein-coding
chr8-198	chr8	8313208	8313662	+	21.4	0.727	Intergenic	Intergenic	-69486	NR_163138	157285	Hs.583863	NM_001080826	ENSG00000275342	PRAG1	NACK|PEAK2|PRAGMIN|SGK223	PEAK1 related, kinase-activating pseudokinase 1	protein-coding
chr15-149	chr15	90734468	90734922	+	21.4	0.810	promoter-TSS (NM_001324031)	promoter-TSS (NM_001324031)	-458	NM_001324031	10509	Hs.474935	NM_020210	ENSG00000185033	SEMA4B	SEMAC|SemC	semaphorin 4B	protein-coding
chr11-357	chr11	74292107	74292561	+	21.4	0.789	Intergenic	MLT1M|LTR|ERVL-MaLR	-11293	NM_006591	10714	Hs.82502	NM_006591	ENSG00000077514	POLD3	P66|P68|PPP1R128	DNA polymerase delta 3, accessory subunit	protein-coding
chr4-158	chr4	187714012	187714466	+	21.4	0.833	Intergenic	MER66C|LTR|ERV1	-69229	NM_005245	2195	Hs.481371	NM_005245	ENSG00000083857	FAT1	CDHF7|CDHR8|FAT|ME5|hFat1	FAT atypical cadherin 1	protein-coding
chr3-333	chr3	8542999	8543453	+	21.4	0.800	promoter-TSS (NM_001278233)	promoter-TSS (NM_001278233)	118	NR_033378	100288428	Hs.651576	NR_033378	ENSG00000227110	LMCD1-AS1	-	LMCD1 antisense RNA 1	ncRNA
chr10-241	chr10	29785212	29785666	+	21.4	0.900	intron (NM_003174, intron 16 of 35)	intron (NM_003174, intron 16 of 35)	48587	NR_030335	693189		NR_030335	ENSG00000207612	MIR604	MIRN604|hsa-mir-604	microRNA 604	ncRNA
chr16-242	chr16	84129073	84129527	+	21.4	0.750	exon (NM_003791, exon 4 of 23)	exon (NM_003791, exon 4 of 23)	21247	NM_003791	8720	Hs.75890	NM_003791	ENSG00000140943	MBTPS1	PCSK8|S1P|SEDKF|SKI-1	membrane bound transcription factor peptidase, site 1	protein-coding
chr1-570	chr1	34013079	34013533	+	21.4	0.905	intron (NM_001281956, intron 56 of 70)	intron (NM_001281956, intron 56 of 70)	75060	NM_145238	7579	Hs.442705	NM_145238	ENSG00000121903	ZSCAN20	KOX29|ZFP-31|ZNF31|ZNF360	zinc finger and SCAN domain containing 20	protein-coding
chr11-339	chr11	46354234	46354688	+	21.4	0.850	promoter-TSS (NM_201532)	promoter-TSS (NM_201532)	-15	NM_201532	8525	Hs.502461	NM_003646	ENSG00000149091	DGKZ	DAGK5|DAGK6|DGK-ZETA|hDGKzeta	diacylglycerol kinase zeta	protein-coding
chr10-235	chr10	81048006	81048460	+	21.4	0.727	intron (NM_020338, intron 8 of 24)	intron (NM_020338, intron 8 of 24)	-58992	NM_005729	10105	Hs.381072	NM_005729	ENSG00000108179	PPIF	CYP3|CyP-M|Cyp-D|CypD	peptidylprolyl isomerase F	protein-coding
chr11-372	chr11	111309063	111309517	+	21.4	0.714	Intergenic	Intergenic	-20379	NR_046085	100132078	Hs.672662	NR_046085	ENSG00000255428	LOC100132078	-	uncharacterized LOC100132078	ncRNA
chr2-389	chr2	242088775	242089229	+	21.4	0.773	promoter-TSS (NM_002712)	promoter-TSS (NM_002712)	14	NM_001282413	5510	Hs.36587	NM_002712	ENSG00000115685	PPP1R7	SDS22	protein phosphatase 1 regulatory subunit 7	protein-coding
chr19-308	chr19	21264680	21265134	+	21.4	0.850	promoter-TSS (NM_182515)	promoter-TSS (NM_182515)	-46	NR_117088	148206	Hs.729186	NM_182515	ENSG00000160352	ZNF714	-	zinc finger protein 714	protein-coding
chr10-253	chr10	13675675	13676129	+	21.4	0.842	Intergenic	Intergenic	46937	NM_003675	8559	Hs.660649	NM_003675	ENSG00000165630	PRPF18	PRP18|hPrp18	pre-mRNA processing factor 18	protein-coding
chr3-354	chr3	32279864	32280318	+	21.4	0.842	promoter-TSS (NM_178868)	promoter-TSS (NM_178868)	-80	NM_001320308	152189	Hs.154986	NM_178868	ENSG00000170293	CMTM8	CKLFSF8|CKLFSF8-V2	CKLF like MARVEL transmembrane domain containing 8	protein-coding
chr7-274	chr7	129845143	129845597	+	21.4	0.750	promoter-TSS (NM_001301163)	promoter-TSS (NM_001301163)	-124	NR_156699	84928	Hs.267245	NM_032842	ENSG00000146842	TMEM209	NET31	transmembrane protein 209	protein-coding
chr3-362	chr3	149167434	149167888	+	21.4	0.800	Intergenic	Intergenic	-24823	NM_004617	7104	Hs.133527	NM_004617	ENSG00000169903	TM4SF4	ILTMP|il-TMP	transmembrane 4 L six family member 4	protein-coding
chr22-129	chr22	45714025	45714479	+	21.4	0.810	promoter-TSS (NM_001349913)	promoter-TSS (NM_001349913)	-72	NM_001349913	55007	Hs.265018	NM_017911	ENSG00000100376	FAM118A	C22orf8	family with sequence similarity 118 member A	protein-coding
chr5-225	chr5	92262801	92263255	+	21.4	0.789	Intergenic	Intergenic	644021	NR_109825	441094	Hs.457407	NR_015369	ENSG00000237187	NR2F1-AS1	-	NR2F1 antisense RNA 1	ncRNA
chr11-352	chr11	192708	193162	+	21.4	0.810	promoter-TSS (NM_001097610)	promoter-TSS (NM_001097610)	-143	NM_145651	147199	Hs.127059	NM_145651	ENSG00000188076	SCGB1C1	RYD5	secretoglobin family 1C member 1	protein-coding
chr22-128	chr22	41940441	41940895	+	21.4	0.810	promoter-TSS (NM_001018052)	promoter-TSS (NM_001018052)	-58	NM_001282884	171568	Hs.712617	NM_138338	ENSG00000100413	POLR3H	RPC22.9|RPC8	RNA polymerase III subunit H	protein-coding
chr3-358	chr3	57140256	57140710	+	21.4	0.842	intron (NM_001318864, intron 6 of 13)	intron (NM_001318864, intron 6 of 13)	-27187	NM_001128615	50650	Hs.476402	NM_019555	ENSG00000163947	ARHGEF3	GEF3|STA3|XPLN	Rho guanine nucleotide exchange factor 3	protein-coding
chr9-237	chr9	80366407	80366861	+	21.4	0.900	intron (NM_002072, intron 5 of 6)	intron (NM_002072, intron 5 of 6)	-103396	NM_004297	9630	Hs.657795	NM_004297	ENSG00000156049	GNA14	-	G protein subunit alpha 14	protein-coding
chr22-131	chr22	50703156	50703610	+	21.4	0.818	non-coding (NR_110887, exon 12 of 13)	non-coding (NR_110887, exon 12 of 13)	-3144	NM_001303252	6300	Hs.432642	NM_002969	ENSG00000188130	MAPK12	ERK-6|ERK3|ERK6|MAPK 12|P38GAMMA|PRKM12|SAPK-3|SAPK3	mitogen-activated protein kinase 12	protein-coding
chr12-247	chr12	12956044	12956498	+	21.4	0.857	Intergenic	MLT1N2|LTR|ERVL-MaLR	-10009	NM_201224	51202	Hs.719938	NM_016355	ENSG00000213782	DDX47	E4-DBP|HQ0256|MSTP162|RRP3	DEAD-box helicase 47	protein-coding
chr15-144	chr15	92497412	92497866	+	21.4	0.750	intron (NR_135775, intron 2 of 10)	intron (NR_135775, intron 2 of 10)	100105	NR_135775	28232	Hs.311187	NM_013272	ENSG00000176463	SLCO3A1	OATP-D|OATP-RP3|OATP3A1|OATPD|OATPRP3|SLC21A11	solute carrier organic anion transporter family member 3A1	protein-coding
chr9-229	chr9	136027527	136027981	+	21.4	0.762	TTS (NM_001288572)	TTS (NM_001288572)	-3157	NM_001042368	5900	Hs.106185	NM_006266	ENSG00000160271	RALGDS	RGDS|RGF|RalGEF	ral guanine nucleotide dissociation stimulator	protein-coding
chr15-155	chr15	55790391	55790845	+	21.4	0.700	non-coding (NR_037923, exon 1 of 16)	non-coding (NR_037923, exon 1 of 16)	164	NR_037923	100533483	Hs.285051	NR_037923	ENSG00000261771	DNAAF4-CCPG1	DYX1C1-CCPG1	DNAAF4-CCPG1 readthrough (NMD candidate)	ncRNA
chr11-380	chr11	82904565	82905019	+	21.4	0.842	promoter-TSS (NM_001300976)	promoter-TSS (NM_001300976)	38	NM_001300977	338699	Hs.503438	NM_182603	ENSG00000137494	ANKRD42	PPP1R79|SARP	ankyrin repeat domain 42	protein-coding
chr1-481	chr1	94292765	94293219	+	21.4	0.615	intron (NM_001261408, intron 2 of 13)	intron (NM_001261408, intron 2 of 13)	-19396	NR_030621	100126348		NR_030621	ENSG00000211575	MIR760	MIRN760|hsa-mir-760|mir-760	microRNA 760	ncRNA
chr10-247	chr10	115151774	115152228	+	21.4	0.800	Intergenic	Intergenic	-158589	NM_001177660	3026	Hs.422542	NM_004132	ENSG00000148702	HABP2	FSAP|HABP|HGFAL|NMTC5|PHBP	hyaluronan binding protein 2	protein-coding
chr1-567	chr1	97603569	97604023	+	21.4	0.762	intron (NM_000110, intron 20 of 22)	intron (NM_000110, intron 20 of 22)	42317	NR_046590	100873932	Hs.682651	NR_046590	ENSG00000232878	DPYD-AS1	-	DPYD antisense RNA 1	ncRNA
