PeakID (cmd=annotatePeaks.pl HIOE_NEUROD1/HIOE_NEUROD1_0917input_0.05peaks.txt hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
chr2-178	chr2	192798028	192798356	+	10.1	0.750	Intergenic	Intergenic	-86378	NM_004657	8436	Hs.26530	NM_004657	ENSG00000168497	CAVIN2	PS-p68|SDPR|SDR|cavin-2	caveolae associated protein 2	protein-coding
chr16-114	chr16	89877799	89878127	+	10.1	0.833	intron (NM_000135, intron 3 of 42)	intron (NM_000135, intron 3 of 42)	5092	NM_001286167	2175	Hs.744083	NM_000135	ENSG00000187741	FANCA	FA|FA-H|FA1|FAA|FACA|FAH|FANCH	FA complementation group A	protein-coding
chr11-126	chr11	15611782	15612110	+	10.1	0.625	Intergenic	Intergenic	-53485	NM_001293172	102724957	Hs.512245	NM_001293172		LOC102724957	-	uncharacterized LOC102724957	protein-coding
chr10-102	chr10	42640591	42640919	+	10.1	0.654	Intergenic	L1PA4|LINE|L1	222738	NR_024380	441666	Hs.255729	NR_024380	ENSG00000215146	LOC441666	-	zinc finger protein 91 pseudogene	pseudo
chr17-160	chr17	39183124	39183452	+	10.1	0.720	exon (NM_031957, exon 1 of 1)	exon (NM_031957, exon 1 of 1)	172	NM_031957	83895	Hs.534499	NM_031957	ENSG00000221852	KRTAP1-5	KAP1.5|KRTAP1.5	keratin associated protein 1-5	protein-coding
chr19-88	chr19	51857589	51857917	+	10.1	0.704	exon (NM_001014763, exon 1 of 5)	exon (NM_001014763, exon 1 of 5)	343	NM_001014763	2109	Hs.348531	NM_001985	ENSG00000105379	ETFB	FP585|MADD	electron transfer flavoprotein subunit beta	protein-coding
chr5-66	chr5	172366599	172366927	+	10.1	0.808	intron (NM_001031711, intron 9 of 9)	intron (NM_001031711, intron 9 of 9)	-18969	NM_001317981	51121	Hs.546390	NM_016093	ENSG00000037241	RPL26L1	RPL26P1	ribosomal protein L26 like 1	protein-coding
chr14-48	chr14	65427503	65427831	+	10.1	0.846	intron (NM_001330182, intron 1 of 7)	intron (NM_001330182, intron 1 of 7)	11387	NM_001308154	376267	Hs.512492	NM_198686	ENSG00000139998	RAB15	-	RAB15, member RAS oncogene family	protein-coding
chr12-49	chr12	7055390	7055718	+	10.1	0.680	promoter-TSS (NM_080548)	promoter-TSS (NM_080548)	-186	NM_080548	5777	Hs.63489	NM_002831	ENSG00000111679	PTPN6	HCP|HCPH|HPTP1C|PTP-1C|SH-PTP1|SHP-1|SHP-1L|SHP1	protein tyrosine phosphatase non-receptor type 6	protein-coding
chr8-86	chr8	22085972	22086300	+	10.1	0.640	intron (NR_156475, intron 1 of 5)	intron (NR_156475, intron 1 of 5)	3476	NM_014759	9796	Hs.334688	NM_014759	ENSG00000168490	PHYHIP	DYRK1AP3|PAHX-AP|PAHXAP1	phytanoyl-CoA 2-hydroxylase interacting protein	protein-coding
chr17-142	chr17	49195665	49195993	+	10.1	0.875	intron (NM_001130527, intron 1 of 29)	intron (NM_001130527, intron 1 of 29)	2400	NM_003971	9043	Hs.463439	NM_003971	ENSG00000008294	SPAG9	CT89|HLC-6|HLC4|HLC6|JIP-4|JIP4|JLP|PHET|PIG6	sperm associated antigen 9	protein-coding
chr11-100	chr11	69017664	69017992	+	10.1	0.808	Intergenic	Intergenic	-43794	NM_001300923	26579	Hs.523848	NM_138768	ENSG00000172927	MYEOV	OCIM	myeloma overexpressed	protein-coding
chr17-174	chr17	11923852	11924180	+	10.1	0.739	promoter-TSS (NM_003010)	promoter-TSS (NM_003010)	-178	NM_003010	6416	Hs.514681	NM_003010	ENSG00000065559	MAP2K4	JNKK|JNKK1|MAPKK4|MEK4|MKK4|PRKMK4|SAPKK-1|SAPKK1|SEK1|SERK1|SKK1	mitogen-activated protein kinase kinase 4	protein-coding
chr7-67	chr7	17949149	17949477	+	10.1	0.731	intron (NM_001350870, intron 1 of 5)	L1PA11|LINE|L1	30804	NM_001350863	23161	Hs.487648	NM_015132	ENSG00000071189	SNX13	RGS-PX1	sorting nexin 13	protein-coding
chr4-102	chr4	109367718	109368046	+	10.1	0.864	Intergenic	Intergenic	-110507	NR_134679	101929621	Hs.679455	NR_134679		LOC101929621	-	uncharacterized LOC101929621	ncRNA
chr18-35	chr18	55377343	55377671	+	10.1	0.583	intron (NM_005603, intron 2 of 27)	intron (NM_005603, intron 2 of 27)	79944	NM_001242804	100505549	Hs.660645	NM_001242804		LOC100505549	-	uncharacterized LOC100505549	protein-coding
chr2-169	chr2	165747101	165747429	+	10.1	0.778	Intergenic	Intergenic	-48679	NM_001365670	22837	Hs.470457	NM_014900	ENSG00000082438	COBLL1	COBLR1	cordon-bleu WH2 repeat protein like 1	protein-coding
chr5-54	chr5	142389824	142390152	+	10.1	0.720	intron (NR_146198, intron 11 of 22)	MIR|SINE|MIR	-141513	NR_046680	100874239	Hs.570896	NR_046680	ENSG00000226272	ARHGAP26-AS1	-	ARHGAP26 antisense RNA 1	ncRNA
chr13-20	chr13	84722997	84723325	+	10.1	0.750	intron (NR_046871, intron 1 of 6)	AluSz6|SINE|Alu	8424	NR_046871	100874128	Hs.578060	NR_046871		LINC00333	NCRNA00333	long intergenic non-protein coding RNA 333	ncRNA
chr1-178	chr1	93250386	93250714	+	10.1	0.750	5' UTR (NM_001350197, exon 1 of 20)	5' UTR (NM_001350197, exon 1 of 20)	115	NM_001350197	7813	Hs.594434	NM_005665	ENSG00000067208	EVI5	EVI-5|NB4S	ecotropic viral integration site 5	protein-coding
chr4-77	chr4	82791398	82791726	+	10.1	0.708	Intergenic	MER52A|LTR|ERV1	-398501	NM_001300736	153020	Hs.591696	NM_152545	ENSG00000138670	RASGEF1B	GPIG4	RasGEF domain family member 1B	protein-coding
chr17-163	chr17	19396267	19396595	+	10.1	0.840	Intergenic	L1M4|LINE|L1	-40736	NM_018242	55244	Hs.232054	NM_018242	ENSG00000142494	SLC47A1	MATE1	solute carrier family 47 member 1	protein-coding
chr17-122	chr17	61011262	61011590	+	10.1	0.741	Intergenic	Intergenic	-10150	NR_030363	693218		NR_030363	ENSG00000207552	MIR633	MIRN633|hsa-mir-633	microRNA 633	ncRNA
chr20-54	chr20	20529333	20529661	+	10.1	0.654	intron (NM_020343, intron 23 of 39)	intron (NM_020343, intron 23 of 39)	163790	NM_020343	57186	Hs.472285	NM_020343	ENSG00000188559	RALGAPA2	AS250|C20orf74|bA287B20.1|dJ1049G11|dJ1049G11.4|p220	Ral GTPase activating protein catalytic alpha subunit 2	protein-coding
chr17-108	chr17	55596062	55596390	+	10.1	0.885	intron (NM_001322250, intron 6 of 13)	intron (NM_001322250, intron 6 of 13)	4732	NR_110808	101927557	Hs.639984	NR_110808	ENSG00000266100	LOC101927557	-	uncharacterized LOC101927557	ncRNA
chr22-53	chr22	50964602	50964930	+	10.1	0.731	promoter-TSS (NM_001169111)	promoter-TSS (NM_001169111)	102	NM_001169109	9997	Hs.180903	NM_005138	ENSG00000130489	SCO2	CEMCOX1|ECGF1|Gliostatin|MYP6|PD-ECGF|SCO1L|TP|TYMP|TdRPase	SCO cytochrome c oxidase assembly protein 2	protein-coding
chr6-78	chr6	156758750	156759078	+	10.1	0.792	Intergenic	Intergenic	59030	NR_145751	109617011		NR_145751	ENSG00000212295	SNORD28B	-	small nucleolar RNA, C/D box 28B	snoRNA
chr5-47	chr5	176737724	176738052	+	10.1	0.778	intron (NM_031300, intron 2 of 5)	L2c|LINE|L2	1011	NM_001142935	83463	Hs.743332	NM_031300	ENSG00000213347	MXD3	BHLHC13|MAD3|MYX	MAX dimerization protein 3	protein-coding
chr15-53	chr15	38964035	38964363	+	10.1	0.870	Intergenic	Intergenic	-24600	NR_160786								
chr15-73	chr15	93580611	93580939	+	10.1	0.652	3' UTR (NM_001166286, exon 3 of 3)	3' UTR (NM_001166286, exon 3 of 3)	35610	NM_001166286	56963	Hs.271277	NM_020211	ENSG00000182175	RGMA	RGM	repulsive guidance molecule BMP co-receptor a	protein-coding
chr1-223	chr1	109798135	109798463	+	10.1	0.667	intron (NM_001408, intron 1 of 33)	intron (NM_001408, intron 1 of 33)	6138	NM_001408	1952	Hs.57652	NM_001408	ENSG00000143126	CELSR2	ADGRC2|CDHF10|EGFL2|Flamingo1|MEGF3	cadherin EGF LAG seven-pass G-type receptor 2	protein-coding
chr12-46	chr12	31162378	31162706	+	10.1	0.917	Intergenic	Intergenic	64239	NR_038927	100506660	Hs.586774	NR_038927	ENSG00000245614	DDX11-AS1	CONCR|SCAT4	DDX11 antisense RNA 1	ncRNA
chr20-67	chr20	46837910	46838238	+	10.1	0.792	Intergenic	Intergenic	-150580	NR_026958	284749	Hs.299080	NR_026958	ENSG00000235621	LINC00494	-	long intergenic non-protein coding RNA 494	ncRNA
chr17-138	chr17	48707850	48708178	+	10.1	0.704	Intergenic	Intergenic	-4228	NM_001144070	8714	Hs.463421	NM_003786	ENSG00000108846	ABCC3	ABC31|EST90757|MLP2|MOAT-D|MRP3|cMOAT2	ATP binding cassette subfamily C member 3	protein-coding
chr8-73	chr8	128571481	128571809	+	10.1	0.778	Intergenic	Intergenic	-77261	NR_024393	727677	Hs.673248	NR_024393	ENSG00000246228	CASC8	CARLO1|CARLo-1|LINC00860	cancer susceptibility 8	ncRNA
chr13-24	chr13	26624746	26625074	+	10.1	0.840	exon (NM_001007538, exon 1 of 2)	exon (NM_001007538, exon 1 of 2)	288	NM_001007538	387914	Hs.433791	NM_001007538	ENSG00000180730	SHISA2	C13orf13|PRO28631|TMEM46|WGAR9166|bA398O19.2|hShisa	shisa family member 2	protein-coding
chr15-61	chr15	75497051	75497379	+	10.1	0.840	intron (NM_015492, intron 1 of 2)	intron (NM_015492, intron 1 of 2)	2992	NM_015492	56905	Hs.17936	NM_015492	ENSG00000167173	C15orf39	-	chromosome 15 open reading frame 39	protein-coding
chr7-84	chr7	44807734	44808062	+	10.1	0.826	3' UTR (NM_001300959, exon 18 of 18)	3' UTR (NM_001300959, exon 18 of 18)	12111	NM_174929	83637	Hs.77978	NM_031449	ENSG00000122515	ZMIZ2	NET27|TRAFIP20|ZIMP7|hZIMP7	zinc finger MIZ-type containing 2	protein-coding
chr20-66	chr20	704453	704781	+	10.1	0.750	Intergenic	Intergenic	44527	NM_033409	113278	Hs.283865	NM_033409	ENSG00000101276	SLC52A3	BVVLS|BVVLS1|C20orf54|RFT2|RFVT3|bA371L19.1|hRFT2	solute carrier family 52 member 3	protein-coding
chr19-86	chr19	41048171	41048499	+	10.1	0.727	intron (NM_025213, intron 3 of 9)	intron (NM_025213, intron 3 of 9)	11937	NM_025213	57731	Hs.32706	NM_020971	ENSG00000160460	SPTBN4	CMND|NEDHND|QV|SPNB4|SPTBN3	spectrin beta, non-erythrocytic 4	protein-coding
chr3-72	chr3	45181448	45181776	+	10.1	0.667	intron (NM_178181, intron 1 of 3)	intron (NM_178181, intron 1 of 3)	6258	NM_022842	64866	Hs.476093	NM_022842	ENSG00000163814	CDCP1	CD318|SIMA135|TRASK	CUB domain containing protein 1	protein-coding
chr8-80	chr8	53888433	53888761	+	10.1	0.846	Intergenic	Intergenic	36129	NM_005285	2831	Hs.248117	NM_005285	ENSG00000183729	NPBWR1	GPR7	neuropeptides B and W receptor 1	protein-coding
chr4-83	chr4	174240338	174240666	+	10.1	0.833	intron (NM_017423, intron 11 of 11)	intron (NM_017423, intron 11 of 11)	14418	NM_001130689	3148	Hs.434953	NM_002129	ENSG00000164104	HMGB2	HMG2	high mobility group box 2	protein-coding
chr16-120	chr16	27322885	27323213	+	10.1	0.640	Intergenic	Intergenic	-2246	NM_001257407	3566	Hs.513457	NM_000418	ENSG00000077238	IL4R	CD124|IL-4RA|IL4RA	interleukin 4 receptor	protein-coding
chr11-94	chr11	20861856	20862184	+	10.1	0.870	intron (NM_001288714, intron 3 of 18)	MLT1G|LTR|ERVL-MaLR	170888	NM_006157	4745	Hs.657172	NM_006157	ENSG00000165973	NELL1	IDH3GL|NRP1	neural EGFL like 1	protein-coding
chr1-238	chr1	170986553	170986881	+	10.1	0.750	intron (NM_001163629, intron 17 of 21)	L1PA8|LINE|L1	-73329	NM_006894	2328	Hs.445350	NM_006894	ENSG00000007933	FMO3	FMOII|TMAU|dJ127D3.1	flavin containing dimethylaniline monoxygenase 3	protein-coding
chr11-66	chr11	36285995	36286323	+	10.1	0.741	Intergenic	Intergenic	24815	NM_001101653	29099	Hs.99443	NM_014186	ENSG00000110442	COMMD9	C11orf55|HSPC166|LINC00610	COMM domain containing 9	protein-coding
chr17-141	chr17	55520595	55520923	+	10.1	0.692	intron (NM_001322250, intron 6 of 13)	intron (NM_001322250, intron 6 of 13)	80199	NR_110808	101927557	Hs.639984	NR_110808	ENSG00000266100	LOC101927557	-	uncharacterized LOC101927557	ncRNA
chr12-45	chr12	82568701	82569029	+	10.1	0.840	Intergenic	Intergenic	183301	NM_014167	29080	Hs.582627	NM_014167	ENSG00000133773	CCDC59	BR22|HSPC128|TAP26	coiled-coil domain containing 59	protein-coding
chr2-133	chr2	109756196	109756524	+	10.1	0.724	intron (NM_001099289, intron 1 of 9)	intron (NM_001099289, intron 1 of 9)	1684	NR_036223	100422863		NR_036223	ENSG00000264934	MIR4265	-	microRNA 4265	ncRNA
chr12-53	chr12	132108800	132109128	+	10.1	0.792	Intergenic	Intergenic	23702	NR_146868	105370085	Hs.739274	NR_146868		LINC02414	-	long intergenic non-protein coding RNA 2414	ncRNA
chr5-68	chr5	171048063	171048391	+	10.1	0.792	Intergenic	MIRb|SINE|MIR	-164649	NM_001289970	644994	Hs.591740	NM_001289970	ENSG00000185662	SMIM23	C5orf50	small integral membrane protein 23	protein-coding
chr22-68	chr22	24255920	24256248	+	9.62	0.680	Intergenic	CpG	-14967	NR_038911	284889	Hs.632772	NR_038911		MIF-AS1	MIF-AS	MIF antisense RNA 1	ncRNA
chr14-57	chr14	64970968	64971296	+	9.62	0.630	promoter-TSS (NM_001123329)	promoter-TSS (NM_001123329)	-160	NM_001123329	22890	Hs.605143	NM_014950	ENSG00000126804	ZBTB1	ZNF909	zinc finger and BTB domain containing 1	protein-coding
chrX-11	chrX	40409402	40409730	+	9.62	0.909	Intergenic	Intergenic	-30656	NM_005765	10159	Hs.495960	NM_005765	ENSG00000182220	ATP6AP2	APT6M8-9|ATP6IP2|ATP6M8-9|ELDF10|HT028|M8-9|MRXE|MRXSH|MSTP009|PRR|RENR|XMRE|XPDS	ATPase H+ transporting accessory protein 2	protein-coding
chr1-220	chr1	169455217	169455545	+	9.62	0.778	promoter-TSS (NM_006996)	promoter-TSS (NM_006996)	-173	NM_001319667	10560	Hs.30246	NM_006996	ENSG00000117479	SLC19A2	TC1|THMD1|THT1|THTR1|TRMA	solute carrier family 19 member 2	protein-coding
chr9-100	chr9	37576259	37576587	+	9.62	0.840	promoter-TSS (NM_012166)	promoter-TSS (NM_012166)	-46	NM_012166	26267	Hs.709527	NM_012166	ENSG00000147912	FBXO10	FBX10|PRMT11	F-box protein 10	protein-coding
chr15-69	chr15	29510189	29510517	+	9.62	0.760	intron (NM_015307, intron 3 of 10)	L1PBa|LINE|L1	51673	NM_138704	56160	Hs.94011	NM_138704	ENSG00000185115	NSMCE3	HCA4|LICS|MAGEG1|MAGEL3|NDNL2|NSE3	NSE3 homolog, SMC5-SMC6 complex component	protein-coding
chr16-132	chr16	55512740	55513068	+	9.62	0.615	promoter-TSS (NM_004530)	promoter-TSS (NM_004530)	162	NM_001302508	4313	Hs.513617	NM_004530	ENSG00000087245	MMP2	CLG4|CLG4A|MMP-2|MMP-II|MONA|TBE-1	matrix metallopeptidase 2	protein-coding
chr5-60	chr5	140940312	140940640	+	9.62	0.833	intron (NR_038333, intron 1 of 2)	intron (NR_038333, intron 1 of 2)	2598	NR_038333	100505658	Hs.655458	NR_038333	ENSG00000246422	LOC100505658	-	uncharacterized LOC100505658	ncRNA
chr18-36	chr18	31382996	31383324	+	9.62	0.696	Intergenic	Intergenic	224977	NM_030632	80816	Hs.464876	NM_030632	ENSG00000141431	ASXL3	BRPS|KIAA1713	ASXL transcriptional regulator 3	protein-coding
chr17-168	chr17	27887329	27887657	+	9.62	0.833	TTS (NM_198147)	TTS (NM_198147)	6562	NM_198147	116236	Hs.106510	NM_198147	ENSG00000168792	ABHD15	-	abhydrolase domain containing 15	protein-coding
chr20-70	chr20	48986080	48986408	+	9.62	0.696	Intergenic	Intergenic	-48365	NR_109950	101927586	Hs.637665	NR_109950	ENSG00000233077	LINC01271	-	long intergenic non-protein coding RNA 1271	ncRNA
chr12-61	chr12	110038319	110038647	+	9.62	0.682	Intergenic	(TG)n|Simple_repeat|Simple_repeat	26884	NM_001114185	4598	Hs.130607	NM_000431	ENSG00000110921	MVK	LRBP|MK|MVLK|POROK3	mevalonate kinase	protein-coding
chr4-105	chr4	141021105	141021433	+	9.62	0.818	intron (NM_018717, intron 1 of 4)	intron (NM_018717, intron 1 of 4)	-27900	NR_147610	101927516	Hs.662570	NR_147610		LOC101927516	-	uncharacterized LOC101927516	ncRNA
chr6-83	chr6	2246381	2246709	+	9.62	0.870	promoter-TSS (NM_001500)	promoter-TSS (NM_001500)	558	NR_046229	100508120	Hs.188825	NR_046229		GMDS-DT	GMDS-AS1	GMDS divergent transcript	ncRNA
chr3-61	chr3	33700393	33700721	+	9.62	0.750	5' UTR (NM_001207044, exon 1 of 33)	5' UTR (NM_001207044, exon 1 of 33)	614	NM_001207044	23122	Hs.108614	NM_015097	ENSG00000163539	CLASP2	-	cytoplasmic linker associated protein 2	protein-coding
chr20-74	chr20	16009382	16009710	+	9.62	0.792	intron (NM_001351661, intron 15 of 17)	intron (NM_001351661, intron 15 of 17)	-43019	NR_130924	613266	Hs.309149	NR_130924		LOC613266	-	uncharacterized LOC613266	ncRNA
chr1-252	chr1	151805145	151805473	+	9.62	0.720	Intergenic	Intergenic	-1031	NM_005060	6097	Hs.256022	NM_005060	ENSG00000143365	RORC	IMD42|NR1F3|RORG|RZR-GAMMA|RZRG|TOR	RAR related orphan receptor C	protein-coding
chr12-51	chr12	9483826	9484154	+	9.62	0.783	Intergenic	Intergenic	-36070	NR_120479	101930452	Hs.734183	NR_120479	ENSG00000260423	LINC02367	-	long intergenic non-protein coding RNA 2367	ncRNA
chr13-27	chr13	111792431	111792759	+	9.62	0.750	intron (NM_001113512, intron 1 of 17)	L2a|LINE|L2	8317	NR_046516	100874226	Hs.577834	NR_046516		ARHGEF7-AS1	-	ARHGEF7 antisense RNA 1	ncRNA
chr12-54	chr12	90647390	90647718	+	9.62	0.792	Intergenic	Intergenic	-39541	NR_135018	105369893	Hs.577777	NR_135018		LINC02392	-	long intergenic non-protein coding RNA 2392	ncRNA
chr6-86	chr6	43815362	43815690	+	9.62	0.680	intron (NR_149142, intron 3 of 3)	intron (NR_149142, intron 3 of 3)	4544	NR_149142	285857	Hs.582798	NR_149142	ENSG00000283215	LINC02537	-	long intergenic non-protein coding RNA 2537	ncRNA
chr9-113	chr9	5450355	5450683	+	9.62	0.826	promoter-TSS (NM_001314029)	promoter-TSS (NM_001314029)	16	NM_001267706	29126	Hs.521989	NM_014143	ENSG00000120217	CD274	B7-H|B7H1|PD-L1|PDCD1L1|PDCD1LG1|PDL1|hPD-L1	CD274 molecule	protein-coding
chr2-172	chr2	113699391	113699719	+	9.62	0.792	Intergenic	Intergenic	26785	NM_173205	27178	Hs.166371	NM_014439	ENSG00000125571	IL37	FIL1|FIL1(ZETA)|FIL1Z|IL-1F7|IL-1H|IL-1H4|IL-1RP1|IL-37|IL1F7|IL1H4|IL1RP1	interleukin 37	protein-coding
chr19-91	chr19	18785372	18785700	+	9.62	0.808	Intergenic	Intergenic	-8954	NM_015321	23373	Hs.371096	NM_015321	ENSG00000105662	CRTC1	MAML2|MECT1|Mam-2|TORC-1|TORC1|WAMTP1	CREB regulated transcription coactivator 1	protein-coding
chr17-134	chr17	36747589	36747917	+	9.62	0.840	intron (NM_025248, intron 1 of 18)	L3|LINE|CR1	14452	NM_025248	80725	Hs.448872	NM_025248	ENSG00000277363	SRCIN1	P140|SNIP	SRC kinase signaling inhibitor 1	protein-coding
chr10-120	chr10	99302362	99302690	+	9.62	0.556	intron (NM_024954, intron 1 of 2)	intron (NM_024954, intron 1 of 2)	-29672	NM_001291218	26287	Hs.73708	NM_020349	ENSG00000165887	ANKRD2	ARPP	ankyrin repeat domain 2	protein-coding
chr10-118	chr10	15182651	15182979	+	9.62	0.833	intron (NM_004808, intron 2 of 11)	intron (NM_004808, intron 2 of 11)	14531	NR_036506	100192204	Hs.714691	NR_036506	ENSG00000206448	PPIAP30	-	peptidylprolyl isomerase A pseudogene 30	pseudo
chr19-81	chr19	15234591	15234919	+	9.62	0.720	intron (NM_006844, intron 2 of 15)	intron (NM_006844, intron 2 of 15)	1842	NM_006844	10994	Hs.78880	NM_006844	ENSG00000105135	ILVBL	209L8|AHAS|HACL1L|ILV2H	ilvB acetolactate synthase like	protein-coding
chr13-23	chr13	52188611	52188939	+	9.62	0.852	intron (NM_052950, intron 1 of 11)	MLT1J|LTR|ERVL-MaLR	30177	NM_052950	115825	Hs.46506	NM_052950	ENSG00000139668	WDFY2	PROF|WDF2|ZFYVE22	WD repeat and FYVE domain containing 2	protein-coding
chr11-128	chr11	61151902	61152230	+	9.62	0.760	Intergenic	LTR41B|LTR|ERVL	-7766	NM_001173991	51259	Hs.26745	NM_016499	ENSG00000187049	TMEM216	HSPC244	transmembrane protein 216	protein-coding
chr5-57	chr5	171710318	171710646	+	9.62	0.760	intron (NM_152277, intron 1 of 2)	CpG	286	NM_152277	92181	Hs.131570	NM_152277	ENSG00000168246	UBTD2	DCUBP	ubiquitin domain containing 2	protein-coding
chr17-177	chr17	59207299	59207627	+	9.62	0.909	intron (NM_001353146, intron 23 of 25)	L3|LINE|CR1	237602	NR_136397	101927855	Hs.662123	NR_136397	ENSG00000267131	LOC101927855	-	uncharacterized LOC101927855	ncRNA
chr5-48	chr5	111612688	111613016	+	9.62	0.808	intron (NM_022140, intron 3 of 22)	intron (NM_022140, intron 3 of 22)	48872	NR_110559	101927023	Hs.571002	NR_110559	ENSG00000251076	LOC101927023	-	uncharacterized LOC101927023	ncRNA
chr13-28	chr13	114274388	114274716	+	9.62	0.792	intron (NM_007111, intron 3 of 11)	intron (NM_007111, intron 3 of 11)	35484	NM_007111	7027	Hs.79353	NM_007111	ENSG00000198176	TFDP1	DILC|DP1|DRTF1|Dp-1	transcription factor Dp-1	protein-coding
chr6-72	chr6	36994848	36995176	+	9.62	0.667	intron (NM_173558, intron 14 of 15)	MIRb|SINE|MIR	21581	NM_173558	221472	Hs.509664	NM_173558	ENSG00000146192	FGD2	ZFYVE4	FYVE, RhoGEF and PH domain containing 2	protein-coding
chr9-111	chr9	116330980	116331308	+	9.62	0.727	intron (NM_001351526, intron 2 of 8)	intron (NM_001351526, intron 2 of 8)	3807	NM_001351526	5998	Hs.494875	NM_017790	ENSG00000138835	RGS3	C2PA|RGP3	regulator of G protein signaling 3	protein-coding
chr19-85	chr19	38564826	38565154	+	9.62	0.731	intron (NM_015073, intron 2 of 21)	intron (NM_015073, intron 2 of 21)	-88746	NR_145800	109623473		NR_145800		SNORD152	-	small nucleolar RNA, C/D box 152	snoRNA
chr18-33	chr18	77350625	77350953	+	9.62	0.481	Intergenic	Intergenic	11507	NR_148949	284240	Hs.448912	NR_148949		LOC284240	-	uncharacterized LOC284240	ncRNA
chr21-75	chr21	40330180	40330508	+	9.62	0.826	Intergenic	Intergenic	19356	NR_109962	101928435	Hs.385528	NR_109962	ENSG00000232837	LINC01700	-	long intergenic non-protein coding RNA 1700	ncRNA
chr15-68	chr15	85680791	85681119	+	9.62	0.739	intron (NM_002605, intron 21 of 21)	intron (NM_002605, intron 21 of 21)	97057	NR_158179	101929479	Hs.681665	NR_158179		LOC101929479	-	golgin A2 pseudogene	pseudo
chr15-66	chr15	56599465	56599793	+	9.62	0.870	Intergenic	Intergenic	-57993	NM_198524	374618	Hs.511476	NM_198524	ENSG00000151575	TEX9	-	testis expressed 9	protein-coding
chr6-84	chr6	79577436	79577764	+	9.62	0.640	exon (NM_001010844, exon 1 of 4)	exon (NM_001010844, exon 1 of 4)	332	NM_001010844	134728	Hs.656212	NM_001010844	ENSG00000146243	IRAK1BP1	AIP70|SIMPL	interleukin 1 receptor associated kinase 1 binding protein 1	protein-coding
chr3-62	chr3	186465154	186465482	+	9.62	0.731	Intergenic	AluSx1|SINE|Alu	30170	NM_000893	3827	Hs.77741	NM_000893	ENSG00000113889	KNG1	BDK|BK|HMWK|KNG	kininogen 1	protein-coding
chr7-79	chr7	112579968	112580296	+	9.62	0.731	promoter-TSS (NM_152556)	promoter-TSS (NM_152556)	-202	NM_152556	154743	Hs.489734	NM_152556	ENSG00000164603	BMT2	C7orf60|SAMTOR	base methyltransferase of 25S rRNA 2 homolog	protein-coding
chr12-58	chr12	117556638	117556966	+	9.62	0.792	intron (NR_120464, intron 2 of 2)	intron (NR_120464, intron 2 of 2)	19530	NR_120464	101928244	Hs.742266	NR_120464		TESC-AS1	-	TESC antisense RNA 1 (head to head)	ncRNA
chr8-83	chr8	12516308	12516636	+	9.62	0.704	intron (NR_047662, intron 2 of 8)	CpG	6648	NR_047662	729732	Hs.322761	NR_047662	ENSG00000283674	LOC729732	-	uncharacterized LOC729732	ncRNA
chr10-99	chr10	80819669	80819997	+	9.62	0.833	intron (NR_024431, intron 3 of 9)	MER63A|DNA|hAT-Blackjack	7372	NR_024431	283050	Hs.309176	NR_015429	ENSG00000224596	ZMIZ1-AS1	-	ZMIZ1 antisense RNA 1	ncRNA
chr16-136	chr16	68554554	68554882	+	9.62	0.708	Intergenic	Intergenic	-18398	NM_001305204	146198	Hs.461074	NM_133458	ENSG00000184939	ZFP90	FIK|NK10|ZNF756|zfp-90	ZFP90 zinc finger protein	protein-coding
chr5-55	chr5	95182160	95182488	+	9.62	0.792	intron (NR_157807, intron 2 of 2)	intron (NR_157807, intron 2 of 2)	-5612	NR_026936	202299	Hs.8373	NM_175616	ENSG00000236882	LINC01554	C5orf27|FIS	long intergenic non-protein coding RNA 1554	ncRNA
