PeakID (cmd=annotatePeaks.pl NEUROG3_peak0107_HIOE.filtered.bed hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
1-4886	chr16	81741217	81741630	+	0	NA	intron (NM_030629, intron 20 of 20)	intron (NM_030629, intron 20 of 20)	42464	NR_045112	100129617	Hs.657151	NR_045112		LOC100129617	-	uncharacterized LOC100129617	ncRNA
1-1942	chr16	57406531	57406944	+	0	NA	intron (NM_001304392, intron 1 of 1)	intron (NM_001304392, intron 1 of 1)	335	NM_001304392	6376	Hs.531668	NM_002996	ENSG00000006210	CX3CL1	ABCD-3|C3Xkine|CXC3|CXC3C|NTN|NTT|SCYD1|fractalkine|neurotactin	C-X3-C motif chemokine ligand 1	protein-coding
1-2573	chr1	199243286	199243699	+	0	NA	intron (NR_147896, intron 3 of 3)	intron (NR_147896, intron 3 of 3)	125766	NR_147896	400800	Hs.369324	NR_147896	ENSG00000231718	LINC02789	-	long intergenic non-protein coding RNA 2789	ncRNA
1-1869	chr6	22148284	22148697	+	0	NA	intron (NR_015410, intron 9 of 11)	intron (NR_015410, intron 9 of 11)	-1068	NR_034143	729177	Hs.730673	NR_034143	ENSG00000260455	NBAT1	CASC14|NBAT-1	neuroblastoma associated transcript 1	ncRNA
1-1835	chr1	229307735	229308148	+	0	NA	Intergenic	Intergenic	2607	NR_039659	100616234		NR_039659	ENSG00000283468	MIR4454	-	microRNA 4454	ncRNA
1-7502	chr12	4178180	4178593	+	0	NA	Intergenic	L1MC1|LINE|L1	-195772	NM_001286521	57097	Hs.657268	NM_020367	ENSG00000111224	PARP11	ARTD11|C12orf6|MIB006	poly(ADP-ribose) polymerase family member 11	protein-coding
1-2950	chr12	58239783	58240196	+	0	NA	intron (NM_005730, intron 1 of 7)	CpG	523	NM_005730	10106	Hs.524530	NM_005730	ENSG00000175215	CTDSP2	OS4|PSR2|SCP2	CTD small phosphatase 2	protein-coding
1-5647	chr4	39624188	39624601	+	0	NA	intron (NM_001317896, intron 1 of 5)	L1ME4a|LINE|L1	4347	NM_001317897	201895	Hs.205952	NM_174921	ENSG00000163683	SMIM14	C4orf34	small integral membrane protein 14	protein-coding
1-1736	chr9	119632841	119633254	+	0	NA	intron (NM_014010, intron 9 of 21)	intron (NM_014010, intron 9 of 21)	183463	NM_001099679	22954	Hs.591910	NM_012210	ENSG00000119401	TRIM32	BBS11|HT2A|LGMD2H|LGMDR8|TATIP	tripartite motif containing 32	protein-coding
1-1412	chr6	71109108	71109521	+	0	NA	TTS (NR_125857)	TTS (NR_125857)	5409	NR_125857	101928353		NR_125857		EVADR	-	uncharacterized LOC101928353	ncRNA
1-2770	chr20	45986253	45986666	+	0	NA	promoter-TSS (NM_001281772)	promoter-TSS (NM_001281772)	-826	NM_001281772	23613	Hs.446240	NM_012408	ENSG00000101040	ZMYND8	PRKCBP1|PRO2893|RACK7	zinc finger MYND-type containing 8	protein-coding
1-171	chr14	71673492	71673905	+	0	NA	Intergenic	Intergenic	-113495	NM_001354286	26037	Hs.654657	NM_015556	ENSG00000197555	SIPA1L1	E6TP1|SPAR1	signal induced proliferation associated 1 like 1	protein-coding
1-3292	chr19	33538331	33538744	+	0	NA	intron (NM_033103, intron 1 of 14)	intron (NM_033103, intron 1 of 14)	17257	NM_033103	85415	Hs.466435	NM_033103	ENSG00000131941	RHPN2	P76RBE|RHOBP	rhophilin Rho GTPase binding protein 2	protein-coding
1-6697	chr1	193155545	193155958	+	0	NA	promoter-TSS (NM_003783)	promoter-TSS (NM_003783)	-8	NM_003783	8707	Hs.518834	NM_003783	ENSG00000162630	B3GALT2	BETA3GALT2|GLCT2|beta3Gal-T2	beta-1,3-galactosyltransferase 2	protein-coding
1-3488	chr10	128810913	128811326	+	0	NA	intron (NM_001380, intron 12 of 51)	intron (NM_001380, intron 12 of 51)	183736	NM_001039762	642938	Hs.613882	NM_001039762	ENSG00000188916	INSYN2A	C10orf141|FAM196A|INSYN2	inhibitory synaptic factor 2A	protein-coding
1-5752	chr8	52874663	52875076	+	0	NA	Intergenic	L2a|LINE|L2	-63123	NM_001286782	115294	Hs.671268	NM_052937	ENSG00000168300	PCMTD1	-	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1	protein-coding
1-1260	chr20	30154617	30155030	+	0	NA	TTS (NR_046853)	TTS (NR_046853)	6243	NR_046853	100874042	Hs.373741	NR_046853	ENSG00000230613	HM13-AS1	-	HM13 antisense RNA 1	ncRNA
1-7221	chr3	42586209	42586622	+	0	NA	Intergenic	Intergenic	-12317	NR_046654	100874007	Hs.600642	NR_046654		VIPR1-AS1	-	VIPR1 antisense RNA 1	ncRNA
1-6623	chr19	49127959	49128372	+	0	NA	promoter-TSS (NM_001204160)	promoter-TSS (NM_001204160)	-121	NM_001204160	56848	Hs.528006	NM_020126	ENSG00000063176	SPHK2	SK 2|SK-2|SPK 2|SPK-2	sphingosine kinase 2	protein-coding
1-2118	chr17	55604825	55605238	+	0	NA	intron (NM_001322250, intron 6 of 13)	intron (NM_001322250, intron 6 of 13)	-4073	NR_110808	101927557	Hs.639984	NR_110808	ENSG00000266100	LOC101927557	-	uncharacterized LOC101927557	ncRNA
1-6123	chr2	145046232	145046645	+	0	NA	intron (NM_001354354, intron 1 of 12)	L2c|LINE|L2	5622	NM_001006636	79712	Hs.44780	NM_024659	ENSG00000121964	GTDC1	Hmat-Xa|mat-Xa	glycosyltransferase like domain containing 1	protein-coding
1-6572	chr17	27044893	27045306	+	0	NA	promoter-TSS (NM_001144942)	promoter-TSS (NM_001144942)	86	NM_001256276	83871	Hs.301853	NM_031934	ENSG00000109113	RAB34	NARR|RAB39|RAH	RAB34, member RAS oncogene family	protein-coding
1-5899	chr15	70616331	70616744	+	0	NA	Intergenic	Intergenic	181730	NR_146562	105370880		NR_146562	ENSG00000259473	LINC02205	-	long intergenic non-protein coding RNA 2205	ncRNA
1-6430	chr11	69142324	69142737	+	0	NA	Intergenic	MER81|DNA|hAT-Blackjack	80908	NM_001293296	26579	Hs.523848	NM_138768	ENSG00000172927	MYEOV	OCIM	myeloma overexpressed	protein-coding
1-6594	chr17	78237274	78237687	+	0	NA	5' UTR (NM_020954, exon 2 of 17)	5' UTR (NM_020954, exon 2 of 17)	2829	NM_001256071	57674	Hs.195642	NM_020914	ENSG00000173821	RNF213	ALO17|C17orf27|KIAA1618|MYMY2|MYSTR|NET57	ring finger protein 213	protein-coding
1-7364	chr7	32768119	32768532	+	0	NA	non-coding (NR_003502, exon 1 of 1)	non-coding (NR_003502, exon 1 of 1)	763	NR_003502	441208	Hs.510645	NM_001013723		ZNRF2P1	-	zinc and ring finger 2 pseudogene 1	pseudo
1-3909	chr13	32501282	32501695	+	0	NA	intron (NR_027062, intron 1 of 3)	intron (NR_027062, intron 1 of 3)	80568	NR_027062	196549	Hs.507667	NM_145293		EEF1DP3	-	eukaryotic translation elongation factor 1 delta pseudogene 3	pseudo
1-3442	chr7	22441213	22441626	+	0	NA	Intergenic	Intergenic	-44646	NM_012294	9771	Hs.174768	NM_012294	ENSG00000136237	RAPGEF5	GFR|MR-GEF|REPAC	Rap guanine nucleotide exchange factor 5	protein-coding
1-2995	chr18	3914800	3915213	+	0	NA	intron (NM_001242761, intron 3 of 11)	AluJb|SINE|Alu	29653	NR_106776	102465430		NR_106776	ENSG00000275518	MIR6718	hsa-mir-6718	microRNA 6718	ncRNA
1-3133	chr7	985226	985639	+	0	NA	promoter-TSS (NM_001284309)	promoter-TSS (NM_001284309)	20	NM_001284309	11033	Hs.602573	NM_006869	ENSG00000105963	ADAP1	CENTA1|GCS1L|p42IP4	ArfGAP with dual PH domains 1	protein-coding
1-4493	chr22	42679333	42679746	+	0	NA	intron (NM_005650, intron 1 of 5)	CpG	394	NM_005650	6942	Hs.475018	NM_005650	ENSG00000100207	TCF20	AR1|DDVIBA|SPBP|TCF-20	transcription factor 20	protein-coding
1-4558	chr2	114046140	114046553	+	0	NA	Intergenic	Intergenic	-9848	NM_013992	7849	Hs.469728	NM_003466	ENSG00000125618	PAX8	-	paired box 8	protein-coding
1-5082	chr2	191273215	191273628	+	0	NA	intron (NM_017694, intron 1 of 7)	CpG	340	NM_017694	54842	Hs.418581	NM_017694	ENSG00000151690	MFSD6	MMR2|hMMR2	major facilitator superfamily domain containing 6	protein-coding
1-802	chr20	10091821	10092234	+	0	NA	intron (NR_040710, intron 2 of 4)	intron (NR_040710, intron 2 of 4)	76392	NM_022096	63926	Hs.70903	NM_022096	ENSG00000132623	ANKEF1	ANKRD5	ankyrin repeat and EF-hand domain containing 1	protein-coding
1-6069	chr1	161135980	161136393	+	0	NA	promoter-TSS (NM_000309)	promoter-TSS (NM_000309)	-30	NM_001365400	5498	Hs.517373	NM_000309	ENSG00000143224	PPOX	PPO|V290M|VP	protoporphyrinogen oxidase	protein-coding
1-290	chr7	44645850	44646263	+	0	NA	promoter-TSS (NM_001363523)	promoter-TSS (NM_001363523)	-170	NM_001003941	4967	Hs.488181	NM_002541	ENSG00000105953	OGDH	AKGDH|E1k|OGDC	oxoglutarate dehydrogenase	protein-coding
1-7151	chr1	240960377	240960790	+	0	NA	intron (NM_001350116, intron 16 of 16)	intron (NM_001350116, intron 16 of 16)	-185128	NM_022469	64388	Hs.98206	NM_022469	ENSG00000180875	GREM2	CKTSF1B2|DAND3|PRDC|STHAG9	gremlin 2, DAN family BMP antagonist	protein-coding
1-4683	chr7	92051381	92051794	+	0	NA	non-coding (NR_145992, exon 7 of 10)	non-coding (NR_145992, exon 7 of 10)	15041	NR_145992	105375396		NM_001317905	ENSG00000230927	TMBIM7P	-	transmembrane BAX inhibitor motif containing 7, pseudogene	pseudo
1-436	chr18	21033078	21033491	+	0	NA	promoter-TSS (NR_145477)	promoter-TSS (NR_145477)	33	NR_145477	8780	Hs.445511	NM_003831	ENSG00000101782	RIOK3	SUDD	RIO kinase 3	protein-coding
1-6931	chr11	124752357	124752770	+	0	NA	Intergenic	Intergenic	5853	NR_163410	64221	Hs.435621	NM_022370	ENSG00000154134	ROBO3	HGPPS|HGPPS1|HGPS|RBIG1|RIG1	roundabout guidance receptor 3	protein-coding
1-6225	chr5	82885554	82885967	+	0	NA	Intergenic	L2a|LINE|L2	-27627	NR_136215	105379054	Hs.643801	NR_136215	ENSG00000249835	VCAN-AS1	-	VCAN antisense RNA 1	ncRNA
1-6714	chr2	48707128	48707541	+	0	NA	intron (NR_024188, intron 13 of 21)	intron (NR_024188, intron 13 of 21)	39426	NM_001193475	129285	Hs.654619	NM_152994	ENSG00000162869	PPP1R21	CCDC128|KLRAQ1	protein phosphatase 1 regulatory subunit 21	protein-coding
1-2731	chr17	17817268	17817681	+	0	NA	intron (NM_001033551, intron 1 of 13)	intron (NM_001033551, intron 1 of 13)	58240	NM_001288787	146691	Hs.462379	NM_144678	ENSG00000175662	TOM1L2	-	target of myb1 like 2 membrane trafficking protein	protein-coding
1-3415	chr5	175156670	175157083	+	0	NA	Intergenic	Intergenic	-66660	NM_006650	10814	Hs.193235	NM_006650	ENSG00000145920	CPLX2	921-L|CPX-2|CPX2|Hfb1	complexin 2	protein-coding
1-7143	chr1	178499101	178499514	+	0	NA	Intergenic	Intergenic	-12624	NR_033186	400798	Hs.668085	NM_207467	ENSG00000213057	C1orf220	-	chromosome 1 open reading frame 220 (putative)	ncRNA
1-7115	chr1	45069222	45069635	+	0	NA	intron (NM_001319957, intron 1 of 13)	intron (NM_001319957, intron 1 of 13)	58263	NR_049849	100847089		NR_049849	ENSG00000263381	MIR5584	-	microRNA 5584	ncRNA
1-3003	chr19	18491128	18491541	+	0	NA	Intergenic	Intergenic	-5634	NM_004864	9518	Hs.616962	NM_004864	ENSG00000130513	GDF15	GDF-15|MIC-1|MIC1|NAG-1|PDF|PLAB|PTGFB	growth differentiation factor 15	protein-coding
1-7352	chr6	143182752	143183165	+	0	NA	intron (NM_006734, intron 1 of 9)	intron (NM_006734, intron 1 of 9)	83355	NM_006734	3097	Hs.510172	NM_006734	ENSG00000010818	HIVEP2	HIV-EP2|MBP-2|MIBP1|MRD43|SHN2|ZAS2|ZNF40B	human immunodeficiency virus type I enhancer binding protein 2	protein-coding
1-6821	chr6	11288234	11288647	+	0	NA	intron (NM_001142393, intron 2 of 7)	intron (NM_001142393, intron 2 of 7)	-55525	NM_001271033	4739	Hs.37982	NM_006403	ENSG00000111859	NEDD9	CAS-L|CAS2|CASL|CASS2|HEF1	neural precursor cell expressed, developmentally down-regulated 9	protein-coding
1-4620	chr4	184826284	184826697	+	0	NA	promoter-TSS (NM_020225)	promoter-TSS (NM_020225)	30	NM_020225	56977	Hs.21958	NM_020225	ENSG00000173320	STOX2	-	storkhead box 2	protein-coding
1-4781	chr11	66623624	66624037	+	0	NA	promoter-TSS (NM_024036)	promoter-TSS (NM_024036)	-705	NM_001363524	78999	Hs.209979	NM_024036	ENSG00000173621	LRFN4	FIGLER6|SALM3|SALM3.	leucine rich repeat and fibronectin type III domain containing 4	protein-coding
1-4884	chr16	75787948	75788361	+	0	NA	Intergenic	MIR|SINE|MIR	-27766	NM_001355613	105371346		NM_001355613	ENSG00000283755	CPHXL	-	cytoplasmic polyadenylated homeobox like	protein-coding
1-5253	chr10	31607014	31607427	+	0	NA	promoter-TSS (NM_001174093)	promoter-TSS (NM_001174093)	-126	NM_001323643	6935	Hs.124503	NM_030751	ENSG00000148516	ZEB1	AREB6|BZP|DELTAEF1|FECD6|NIL2A|PPCD3|TCF8|ZFHEP|ZFHX1A	zinc finger E-box binding homeobox 1	protein-coding
1-7501	chr11	130573261	130573674	+	0	NA	intron (NM_001271983, intron 1 of 2)	intron (NM_001271983, intron 1 of 2)	30616	NM_001271983	283171	Hs.376151	NM_001271983		C11orf44	-	chromosome 11 open reading frame 44	protein-coding
1-6812	chr5	150829222	150829635	+	0	NA	intron (NM_001308150, intron 1 of 10)	L3|LINE|CR1	2264	NM_001349740	206358	Hs.269004	NM_078483	ENSG00000123643	SLC36A1	Dct1|LYAAT1|PAT1|TRAMD3	solute carrier family 36 member 1	protein-coding
1-5927	chr16	84956276	84956689	+	0	NA	Intergenic	Intergenic	88659	NM_001145548	55625	Hs.461610	NM_017740	ENSG00000153786	ZDHHC7	DHHC7|SERZ-B|SERZ1|ZNF370	zinc finger DHHC-type containing 7	protein-coding
1-3886	chr12	19555936	19556349	+	0	NA	Intergenic	L1PBb|LINE|L1	-36284	NM_001114176	121536	Hs.126497	NM_153207	ENSG00000139154	AEBP2	-	AE binding protein 2	protein-coding
1-7558	chr15	38856227	38856640	+	0	NA	intron (NM_005739, intron 1 of 16)	CpG	582	NM_001128602	10125	Hs.591127	NM_005739	ENSG00000172575	RASGRP1	CALDAG-GEFI|CALDAG-GEFII|RASGRP	RAS guanyl releasing protein 1	protein-coding
1-5643	chr4	2978972	2979385	+	0	NA	intron (NM_001350173, intron 1 of 13)	intron (NM_001350173, intron 1 of 13)	13880	NM_001350173	2868	Hs.32959	NM_005307	ENSG00000125388	GRK4	GPRK2L|GPRK4|GRK4a|IT11	G protein-coupled receptor kinase 4	protein-coding
1-6960	chr13	49550707	49551120	+	0	NA	non-coding (NR_103528, exon 1 of 26)	non-coding (NR_103528, exon 1 of 26)	115	NR_103528	22862	Hs.508010	NM_014923	ENSG00000102531	FNDC3A	FNDC3|HUGO|bA203I16.1|bA203I16.5	fibronectin type III domain containing 3A	protein-coding
1-2444	chr10	29345637	29346050	+	0	NA	Intergenic	L2|LINE|L2	210506	NM_001278522	283080		NM_001278522		C10orf126	bA492M23.1	chromosome 10 open reading frame 126	protein-coding
1-4433	chr18	46519262	46519675	+	0	NA	Intergenic	L2c|LINE|L2	-30605	NR_148999	100129878	Hs.437704	NR_148999	ENSG00000264269	LOC100129878	-	uncharacterized LOC100129878	ncRNA
1-6244	chr5	176728697	176729110	+	0	NA	intron (NM_001031677, intron 7 of 7)	intron (NM_001031677, intron 7 of 7)	1817	NM_001031677	53917	Hs.16258	NM_130781	ENSG00000169228	RAB24	-	RAB24, member RAS oncogene family	protein-coding
1-5524	chr1	4047791	4048204	+	0	NA	Intergenic	Intergenic	-38957	NR_147024	105376672	Hs.435087	NR_147024	ENSG00000226374	LINC01345	-	long intergenic non-protein coding RNA 1345	ncRNA
1-1307	chr9	131814797	131815210	+	0	NA	intron (NR_138421, intron 7 of 16)	LTR33A_|LTR|ERVL	15790	NM_032809	84895	Hs.632693	NM_032809	ENSG00000148343	MIGA2	C9orf54|FAM73B	mitoguardin 2	protein-coding
1-1020	chr22	47056671	47057084	+	0	NA	intron (NM_015124, intron 4 of 18)	intron (NM_015124, intron 4 of 18)	40594	NM_015124	23151	Hs.475150	NM_015124	ENSG00000075240	GRAMD4	DIP	GRAM domain containing 4	protein-coding
1-4287	chr10	97320871	97321284	+	0	NA	promoter-TSS (NM_001290295)	promoter-TSS (NM_001290295)	51	NM_001290295	10580	Hs.38621	NM_006434	ENSG00000095637	SORBS1	CAP|FLAF2|R85FL|SH3D5|SH3P12|SORB1	sorbin and SH3 domain containing 1	protein-coding
1-6308	chr7	115946084	115946497	+	0	NA	Intergenic	Intergenic	-19509	NR_130922	102724434	Hs.667624	NR_130921	ENSG00000237870	LOC102724434	-	uncharacterized LOC102724434	ncRNA
1-2704	chr13	113585564	113585977	+	0	NA	Intergenic	L1MC3|LINE|L1	37182	NR_034002	100289410	Hs.667436	NR_034002		MCF2L-AS1	-	MCF2L antisense RNA 1	ncRNA
1-567	chr21	40513432	40513845	+	0	NA	Intergenic	Intergenic	41739	NM_003720	8624	Hs.473838	NM_003720	ENSG00000183527	PSMG1	C21LRP|DSCR2|LRPC21|PAC-1|PAC1	proteasome assembly chaperone 1	protein-coding
1-3862	chr11	12825043	12825456	+	0	NA	intron (NM_021961, intron 3 of 12)	MIRb|SINE|MIR	129281	NM_021961	7003	Hs.655331	NM_021961	ENSG00000187079	TEAD1	AA|NTEF-1|REF1|TCF-13|TCF13|TEAD-1|TEF-1	TEA domain transcription factor 1	protein-coding
1-5711	chr6	150856807	150857220	+	0	NA	Intergenic	L3|LINE|CR1	-64008	NM_001329799	57480	Hs.189781	NM_001029884	ENSG00000120278	PLEKHG1	ARHGEF41	pleckstrin homology and RhoGEF domain containing G1	protein-coding
1-557	chr14	104321405	104321818	+	0	NA	intron (NR_038436, intron 2 of 2)	intron (NR_038436, intron 2 of 2)	7553	NR_038436	145216	Hs.578091	NR_038436	ENSG00000258735	LINC00637	-	long intergenic non-protein coding RNA 637	ncRNA
1-642	chr8	103980793	103981206	+	0	NA	intron (NR_126338, intron 3 of 3)	intron (NR_126338, intron 3 of 3)	-52312	NM_001695	528	Hs.86905	NM_001695	ENSG00000155097	ATP6V1C1	ATP6C|ATP6D|VATC|Vma5	ATPase H+ transporting V1 subunit C1	protein-coding
1-843	chr12	92428691	92429104	+	0	NA	intron (NR_132341, intron 1 of 4)	intron (NR_132341, intron 1 of 4)	106592	NR_046159	256021	Hs.651357	NM_001256373	ENSG00000257242	LINC01619	C12orf79	long intergenic non-protein coding RNA 1619	ncRNA
1-1221	chr10	105668044	105668457	+	0	NA	intron (NM_024928, intron 3 of 9)	intron (NM_024928, intron 3 of 9)	9692	NM_024928	79991	Hs.62314	NM_024928	ENSG00000107960	STN1	AAF-44|AAF44|OBFC1|RPA-32|bA541N10.2	STN1 subunit of CST complex	protein-coding
1-3040	chrX	149671983	149672396	+	0	NA	intron (NM_005491, intron 5 of 6)	L2b|LINE|L2	58469	NM_005491	10046	Hs.20136	NM_005491	ENSG00000013619	MAMLD1	CG1|CXorf6|F18|HYSP2	mastermind like domain containing 1	protein-coding
1-6568	chr17	4900565	4900978	+	0	NA	promoter-TSS (NM_006612)	promoter-TSS (NM_006612)	134	NM_213726	388324	Hs.658926	NM_213726	ENSG00000196388	INCA1	HSD45	inhibitor of CDK, cyclin A1 interacting protein 1	protein-coding
1-4323	chr11	107799146	107799559	+	0	NA	exon (NM_017516, exon 1 of 2)	exon (NM_017516, exon 1 of 2)	178	NM_017516	54734	Hs.354906	NM_017516	ENSG00000179331	RAB39A	RAB39	RAB39A, member RAS oncogene family	protein-coding
1-5848	chr12	58895528	58895941	+	0	NA	Intergenic	Intergenic	-89750	NR_126341	100506869	Hs.290456	NR_126341	ENSG00000258231	LOC100506869	-	uncharacterized LOC100506869	ncRNA
1-4751	chr10	52327122	52327535	+	0	NA	intron (NM_147156, intron 2 of 10)	MER102c|DNA|hAT-Charlie	56388	NM_147156	259230	Hs.654698	NM_147156	ENSG00000198964	SGMS1	MOB|MOB1|SMS1|TMEM23|hmob33	sphingomyelin synthase 1	protein-coding
1-6836	chr6	134268507	134268920	+	0	NA	Intergenic	ERVL-E-int|LTR|ERVL	-4595	NM_001253676	9519	Hs.486507	NM_004865	ENSG00000028839	TBPL1	MGC:8389|MGC:9620|STUD|TLF|TLP|TRF2	TATA-box binding protein like 1	protein-coding
1-1526	chr10	104172706	104173119	+	0	NA	intron (NM_002779, intron 5 of 16)	intron (NM_002779, intron 5 of 16)	-3878	NR_073110	5662	Hs.154658	NM_002779	ENSG00000059915	PSD	EFA6|EFA6A|PSD1|TYL	pleckstrin and Sec7 domain containing	protein-coding
1-1019	chr22	39323185	39323598	+	0	NA	Intergenic	CpG	-30136	NM_001193289	100913187	Hs.226307	NM_001193289		APOBEC3A_B	A3A|APOBEC3A	APOBEC3A and APOBEC3B deletion hybrid	protein-coding
1-6581	chr17	47486376	47486789	+	0	NA	intron (NM_002634, intron 4 of 6)	intron (NM_002634, intron 4 of 6)	5638	NM_001281496	5245	Hs.514303	NM_002634	ENSG00000167085	PHB	HEL-215|HEL-S-54e|PHB1	prohibitin	protein-coding
1-5116	chr3	171052183	171052596	+	0	NA	intron (NM_015028, intron 2 of 32)	intron (NM_015028, intron 2 of 32)	125805	NM_001161564	23043	Hs.34024	NM_015028	ENSG00000154310	TNIK	MRT54	TRAF2 and NCK interacting kinase	protein-coding
1-748	chr19	38791155	38791568	+	0	NA	Intergenic	Intergenic	-3530	NM_033520	64073	Hs.631544	NM_022125	ENSG00000167644	C19orf33	H2RSP|IMUP|IMUP-1|IMUP-2	chromosome 19 open reading frame 33	protein-coding
1-5741	chr7	142869484	142869897	+	0	NA	Intergenic	BLACKJACK|DNA|hAT-Blackjack	-10822	NM_176881	259285	Hs.553660	NM_176881	ENSG00000236398	TAS2R39	T2R39|T2R57	taste 2 receptor member 39	protein-coding
1-5459	chr19	1207931	1208344	+	0	NA	intron (NM_000455, intron 1 of 9)	intron (NM_000455, intron 1 of 9)	2339	NM_000455	6794	Hs.515005	NM_000455	ENSG00000118046	STK11	LKB1|PJS|hLKB1	serine/threonine kinase 11	protein-coding
1-5540	chr1	31538476	31538889	+	0	NA	promoter-TSS (NM_001020658)	promoter-TSS (NM_001020658)	-118	NM_001020658	9698	Hs.281707	NM_014676	ENSG00000134644	PUM1	HSPUM|PUMH|PUMH1|PUML1|SCA47	pumilio RNA binding family member 1	protein-coding
1-6642	chr22	25529991	25530404	+	0	NA	intron (NM_001145206, intron 4 of 10)	intron (NM_001145206, intron 4 of 10)	-21538	NR_038941	100128531	Hs.662126	NR_038941	ENSG00000203280	LOC100128531	-	uncharacterized LOC100128531	ncRNA
1-2990	chr17	62255339	62255752	+	0	NA	intron (NM_018469, intron 5 of 11)	intron (NM_018469, intron 5 of 11)	31846	NR_002995	677842	Hs.405444	NR_002995	ENSG00000277887	SNORA50C	ACA62|SNORA76|SNORA76C	small nucleolar RNA, H/ACA box 50C	snoRNA
1-3900	chr12	117528502	117528915	+	0	NA	intron (NM_017899, intron 1 of 7)	intron (NM_017899, intron 1 of 7)	8513	NM_017899	54997	Hs.525709	NM_017899	ENSG00000088992	TESC	CHP3|TSC	tescalcin	protein-coding
1-4276	chr10	75768127	75768540	+	0	NA	intron (NM_014000, intron 1 of 21)	intron (NM_014000, intron 1 of 21)	10459	NM_003373	7414	Hs.643896	NM_003373	ENSG00000035403	VCL	CMD1W|CMH15|HEL114|MV|MVCL	vinculin	protein-coding
1-3470	chr9	115582039	115582452	+	0	NA	intron (NM_001012994, intron 3 of 8)	L1MC3|LINE|L1	69205	NM_001012994	401548	Hs.522350	NM_001012994	ENSG00000148158	SNX30	ATG24A	sorting nexin family member 30	protein-coding
1-779	chr9	118024681	118025094	+	0	NA	intron (NR_163556, intron 2 of 7)	intron (NR_163556, intron 2 of 7)	120790	NR_163556	50514	Hs.148841	NM_017418	ENSG00000173077	DEC1	CTS9	deleted in esophageal cancer 1	ncRNA
1-5797	chr10	100140184	100140597	+	0	NA	Intergenic	Intergenic	14674	NR_031619	100302133		NR_031619	ENSG00000284415	MIR1287	MIRN1287|hsa-mir-1287|mir-1287	microRNA 1287	ncRNA
1-2968	chr15	76806718	76807131	+	0	NA	intron (NR_148227, intron 23 of 32)	intron (NR_148227, intron 23 of 32)	-72064	NR_037464	100500855		NR_037464	ENSG00000266449	MIR3713	-	microRNA 3713	ncRNA
1-6048	chr1	59522808	59523221	+	0	NA	intron (NR_110626, intron 2 of 2)	intron (NR_110626, intron 2 of 2)	36866	NR_110626	101926925		NR_110626		LINC01358	-	long intergenic non-protein coding RNA 1358	ncRNA
1-86	chr6	158184282	158184695	+	0	NA	Intergenic	Intergenic	-59790	NM_016224	51429	Hs.191213	NM_016224	ENSG00000130340	SNX9	SDP1|SH3PX1|SH3PXD3A|WISP	sorting nexin 9	protein-coding
1-3652	chr1	1085424	1085837	+	0	NA	Intergenic	Intergenic	13233	NR_038869	254099	Hs.680488	NR_038869	ENSG00000223823	LINC01342	-	long intergenic non-protein coding RNA 1342	ncRNA
1-2911	chr9	124449337	124449750	+	0	NA	intron (NM_032552, intron 2 of 16)	intron (NM_032552, intron 2 of 16)	-55521	NM_138709	153090	Hs.522378	NM_032552	ENSG00000136848	DAB2IP	AF9Q34|AIP-1|AIP1|DIP1/2	DAB2 interacting protein	protein-coding
