PeakID (cmd=annotatePeaks.pl PDX1_merged_hg19.bed hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
17755	chr7	7143770	7144399	+	0	NA	Intergenic	Intergenic	-7667	NR_034022	100131257	Hs.551110	NR_034022		LOC100131257	-	zinc finger protein 655 pseudogene	pseudo
1739	chr1	225965093	225965582	+	0	NA	promoter-TSS (NM_001130440)	promoter-TSS (NM_001130440)	-178	NM_001130440	6726	Hs.511425	NM_003133	ENSG00000143742	SRP9	ALURBP	signal recognition particle 9	protein-coding
222	chr1	20198291	20199412	+	0	NA	Intergenic	Intergenic	-10037	NM_015207	23252	Hs.374987	NM_015207	ENSG00000169914	OTUD3	DUBA4	OTU deubiquitinase 3	protein-coding
8831	chr18	48322824	48324137	+	0	NA	3' UTR (NM_001127175, exon 6 of 6)	3' UTR (NM_001127175, exon 6 of 6)	22906	NM_001369511	83876	Hs.30495	NM_031939	ENSG00000134042	MRO	B29|C18orf3	maestro	protein-coding
7040	chr15	91417202	91417827	+	0	NA	intron (NM_001289824, intron 1 of 15)	intron (NM_001289824, intron 1 of 15)	1406	NM_001289824	5045	Hs.513153	NM_002569	ENSG00000140564	FURIN	FUR|PACE|PCSK3|SPC1	furin, paired basic amino acid cleaving enzyme	protein-coding
8015	chr17	35969056	35970015	+	0	NA	promoter-TSS (NM_001163546)	promoter-TSS (NM_001163546)	-69	NM_001163545	11276	Hs.594647	NM_007247	ENSG00000275066	SYNRG	AP1GBP1|SYNG	synergin gamma	protein-coding
12204	chr22	44455049	44455961	+	0	NA	intron (NM_001243386, intron 1 of 11)	intron (NM_001243386, intron 1 of 11)	-9492	NM_001243385	29780	Hs.475074	NM_013327	ENSG00000188677	PARVB	CGI-56	parvin beta	protein-coding
1608	chr1	210700354	210701271	+	0	NA	intron (NM_018194, intron 9 of 11)	MIR|SINE|MIR	198102	NM_001170580	55733	Hs.58650	NM_018194	ENSG00000054392	HHAT	MART2|SKI1|Skn	hedgehog acyltransferase	protein-coding
3765	chr11	101785603	101786878	+	0	NA	intron (NM_020802, intron 1 of 10)	intron (NM_020802, intron 1 of 10)	499	NM_020802	57562	Hs.156352	NM_020802	ENSG00000110318	CEP126	KIAA1377	centrosomal protein 126	protein-coding
8588	chr18	20991148	20992131	+	0	NA	intron (NR_148382, intron 1 of 12)	intron (NR_148382, intron 1 of 12)	26286	NM_032933	85019	Hs.137562	NM_032933	ENSG00000134490	TMEM241	C18orf45|hVVT	transmembrane protein 241	protein-coding
16350	chr6	8556585	8557669	+	0	NA	intron (NR_038980, intron 2 of 4)	intron (NR_038980, intron 2 of 4)	-95315	NR_004855	728655	Hs.214343	NR_004855		HULC	HCCAT1|LINC00078|NCRNA00078	hepatocellular carcinoma up-regulated long non-coding RNA	ncRNA
2330	chr10	62126584	62127253	+	0	NA	intron (NM_001204403, intron 2 of 43)	intron (NM_001204403, intron 2 of 43)	22715	NM_001320874	288	Hs.499725	NM_001149	ENSG00000151150	ANK3	ANKYRIN-G|MRT37	ankyrin 3	protein-coding
10363	chr2	120191302	120192427	+	0	NA	intron (NM_183240, intron 1 of 1)	intron (NM_183240, intron 1 of 1)	2434	NM_183240	140738	Hs.26216	NM_183240	ENSG00000171227	TMEM37	PR|PR1	transmembrane protein 37	protein-coding
3223	chr11	22818132	22819219	+	0	NA	intron (NM_001351224, intron 8 of 8)	intron (NM_001351224, intron 8 of 8)	32250	NR_135213	258010	Hs.349096	NM_148893	ENSG00000198168	SVIP	-	small VCP interacting protein	protein-coding
1904	chr1	240995086	240995987	+	0	NA	intron (NM_001350116, intron 9 of 16)	intron (NM_001350116, intron 9 of 16)	-220081	NM_022469	64388	Hs.98206	NM_022469	ENSG00000180875	GREM2	CKTSF1B2|DAND3|PRDC|STHAG9	gremlin 2, DAN family BMP antagonist	protein-coding
4656	chr12	82567897	82569184	+	0	NA	Intergenic	Intergenic	183626	NM_014167	29080	Hs.582627	NM_014167	ENSG00000133773	CCDC59	BR22|HSPC128|TAP26	coiled-coil domain containing 59	protein-coding
6339	chr14	91141555	91142410	+	0	NA	intron (NM_001010854, intron 9 of 19)	intron (NM_001010854, intron 9 of 19)	-21695	NR_135190	105370622	Hs.662373	NR_135190	ENSG00000258716	LOC105370622	-	uncharacterized LOC105370622	ncRNA
18792	chr7	139874758	139875639	+	0	NA	intron (NM_030647, intron 1 of 19)	intron (NM_030647, intron 1 of 19)	1585	NM_030647	80853	Hs.308710	NM_030647	ENSG00000006459	KDM7A	JHDM1D	lysine demethylase 7A	protein-coding
9518	chr2	6586819	6588129	+	0	NA	Intergenic	Intergenic	-71920	NR_110251	101929390	Hs.434407	NR_110251	ENSG00000227007	LINC01247	-	long intergenic non-protein coding RNA 1247	ncRNA
20194	chr9	36037221	36037909	+	0	NA	intron (NM_001316348, intron 1 of 8)	intron (NM_001316348, intron 1 of 8)	655	NM_021111	8434	Hs.388918	NM_021111	ENSG00000122707	RECK	ST15	reversion inducing cysteine rich protein with kazal motifs	protein-coding
952	chr1	108309240	108310530	+	0	NA	intron (NM_006113, intron 7 of 26)	intron (NM_006113, intron 7 of 26)	-78764	NM_001079874	10451	Hs.267659	NM_006113	ENSG00000134215	VAV3	-	vav guanine nucleotide exchange factor 3	protein-coding
20682	chr9	125900279	125901009	+	0	NA	intron (NR_033234, intron 14 of 18)	intron (NR_033234, intron 14 of 18)	-22888	NR_026677	81571	Hs.708072	NM_030814	ENSG00000236901	MIR600HG	C9orf45|GL012|NCRNA00287	MIR600 host gene	ncRNA
19209	chr8	37495014	37496046	+	0	NA	Intergenic	Intergenic	-57770	NM_025069	80139	Hs.288042	NM_025069	ENSG00000183779	ZNF703	NLZ1|ZEPPO1|ZNF503L|ZPO1	zinc finger protein 703	protein-coding
19399	chr8	70596918	70598277	+	0	NA	intron (NM_030958, intron 6 of 9)	intron (NM_030958, intron 6 of 9)	92462	NR_132437	23213	Hs.409602	NM_015170	ENSG00000137573	SULF1	SULF-1	sulfatase 1	protein-coding
17875	chr7	18534621	18535873	+	0	NA	promoter-TSS (NM_001204145)	promoter-TSS (NM_001204145)	-86	NM_001204146	9734	Hs.196054	NM_014707	ENSG00000048052	HDAC9	HD7|HD7b|HD9|HDAC|HDAC7|HDAC7B|HDAC9B|HDAC9FL|HDRP|MITR	histone deacetylase 9	protein-coding
13130	chr3	115764871	115765699	+	0	NA	intron (NM_002338, intron 2 of 6)	intron (NM_002338, intron 2 of 6)	-141312	NR_145779	109623450		NR_145779		SNORD155	-	small nucleolar RNA, C/D box 155	snoRNA
8704	chr18	37285277	37285889	+	0	NA	intron (NR_024391, intron 2 of 3)	intron (NR_024391, intron 2 of 3)	-28842	NR_049848	100846997		NR_049848	ENSG00000283645	MIR5583-2	-	microRNA 5583-2	ncRNA
11583	chr20	45647660	45648186	+	0	NA	intron (NM_005244, intron 5 of 15)	intron (NM_005244, intron 5 of 15)	124441	NM_005244	2139	Hs.472877	NM_005244	ENSG00000064655	EYA2	EAB1	EYA transcriptional coactivator and phosphatase 2	protein-coding
16512	chr6	24583368	24584849	+	0	NA	promoter-TSS (NM_001252328)	promoter-TSS (NM_001252328)	-653	NM_001252328	9856	Hs.26441	NM_014809	ENSG00000137261	KIAA0319	AAVR|DYLX2|DYX2|NMIG	KIAA0319	protein-coding
1763	chr1	229546344	229547119	+	0	NA	Intergenic	Intergenic	23112	NM_001100	58	Hs.1288	NM_001100	ENSG00000143632	ACTA1	ACTA|ASMA|CFTD|CFTD1|CFTDM|MPFD|NEM1|NEM2|NEM3|SHPM	actin alpha 1, skeletal muscle	protein-coding
14001	chr4	39082303	39083010	+	0	NA	intron (NM_015990, intron 2 of 10)	intron (NM_015990, intron 2 of 10)	18804	NM_015990	51088	Hs.272251	NM_015990	ENSG00000109790	KLHL5	-	kelch like family member 5	protein-coding
11611	chr20	47682482	47683333	+	0	NA	exon (NM_001256135, exon 5 of 24)	exon (NM_001256135, exon 5 of 24)	20058	NM_001362762	1434	Hs.90073	NM_001316	ENSG00000124207	CSE1L	CAS|CSE1|XPO2	chromosome segregation 1 like	protein-coding
2267	chr10	49596988	49598064	+	0	NA	intron (NM_001323302, intron 3 of 13)	intron (NM_001323302, intron 3 of 13)	-12129	NM_001278548	5599	Hs.138211	NM_002750	ENSG00000107643	MAPK8	JNK|JNK-46|JNK1|JNK1A2|JNK21B1/2|PRKM8|SAPK1|SAPK1c	mitogen-activated protein kinase 8	protein-coding
2230	chr10	35484326	35485407	+	0	NA	promoter-TSS (NM_001352446)	promoter-TSS (NM_001352446)	36	NM_001267570	1390	Hs.200250	NM_001881	ENSG00000095794	CREM	CREM-2|ICER|hCREM-2	cAMP responsive element modulator	protein-coding
7853	chr17	17184460	17184992	+	0	NA	promoter-TSS (NM_001316358)	promoter-TSS (NM_001316358)	-109	NM_001316354	8533	Hs.6076	NM_003653	ENSG00000141030	COPS3	CSN3|SGN3	COP9 signalosome subunit 3	protein-coding
2910	chr10	121550098	121550881	+	0	NA	intron (NM_014937, intron 3 of 19)	intron (NM_014937, intron 3 of 19)	-28280	NM_001243194	22876	Hs.369755	NM_014937	ENSG00000198825	INPP5F	MSTP007|MSTPO47|SAC2|hSAC2	inositol polyphosphate-5-phosphatase F	protein-coding
1434	chr1	192454569	192455725	+	0	NA	Intergenic	Intergenic	-89756	NM_002922	5996	Hs.75256	NM_002922	ENSG00000090104	RGS1	1R20|BL34|HEL-S-87|IER1|IR20	regulator of G protein signaling 1	protein-coding
76	chr1	8563091	8563529	+	0	NA	intron (NM_012102, intron 9 of 23)	L1MC4a|LINE|L1	-8337	NR_132752	106632271		NR_132752		SNORD128	ZL43	small nucleolar RNA, C/D box 128	snoRNA
14853	chr4	175750121	175751010	+	0	NA	promoter-TSS (NM_006529)	promoter-TSS (NM_006529)	-167	NM_001042543	8001	Hs.413099	NM_006529	ENSG00000145451	GLRA3	-	glycine receptor alpha 3	protein-coding
16929	chr6	82547540	82548339	+	0	NA	Intergenic	Intergenic	-24030	NR_126363	101928770	Hs.586239	NR_126363	ENSG00000224995	LINC01526	Lnc-FAM46A-1	long intergenic non-protein coding RNA 1526	ncRNA
1540	chr1	205403591	205404591	+	0	NA	TTS (NR_103783)	TTS (NR_103783)	-12907	NM_001001552	93273	Hs.655520	NM_001001552	ENSG00000186007	LEMD1	CT50|LEMP-1	LEM domain containing 1	protein-coding
12832	chr3	73086014	73086762	+	0	NA	intron (NM_001318027, intron 2 of 7)	intron (NM_001318027, intron 2 of 7)	-24422	NM_018029	55096	Hs.658858	NM_018029	ENSG00000255423	EBLN2	EBLN-2	endogenous Bornavirus like nucleoprotein 2	protein-coding
7137	chr16	3450695	3451503	+	0	NA	promoter-TSS (NM_001324344)	promoter-TSS (NM_001324344)	-34	NM_001284528	54925	Hs.592078	NM_017810	ENSG00000140987	ZSCAN32	HCCS-5|ZNF434	zinc finger and SCAN domain containing 32	protein-coding
9383	chr19	47930975	47932078	+	0	NA	3' UTR (NM_015063, exon 10 of 10)	3' UTR (NM_015063, exon 10 of 10)	-6036	NM_001346148	56917	Hs.380923	NM_020160	ENSG00000105419	MEIS3	MRG2	Meis homeobox 3	protein-coding
12416	chr3	21983500	21984489	+	0	NA	Intergenic	Intergenic	-14637	NR_046876	100874221	Hs.160616	NR_046876	ENSG00000223351	ZNF385D-AS2	-	ZNF385D antisense RNA 2	ncRNA
10181	chr2	80262364	80263205	+	0	NA	intron (NM_001164883, intron 7 of 16)	intron (NM_001164883, intron 7 of 16)	-169075	NR_107047	102465877		NR_107047	ENSG00000276917	MIR8080	hsa-mir-8080	microRNA 8080	ncRNA
11005	chr2	218194126	218194662	+	0	NA	intron (NR_026597, intron 8 of 12)	intron (NR_026597, intron 8 of 12)	46938	NR_133642	105373877		NR_133642		DIRC3-AS1	-	DIRC3 antisense RNA 1	ncRNA
10935	chr2	209684881	209685670	+	0	NA	intron (NR_136588, intron 4 of 5)	intron (NR_136588, intron 4 of 5)	277908	NR_136588	101927960	Hs.159960	NR_136588		LOC101927960	-	uncharacterized LOC101927960	ncRNA
1659	chr1	216723318	216724114	+	0	NA	intron (NM_206594, intron 7 of 8)	intron (NM_206594, intron 7 of 8)	-126926	NM_206933	7399	Hs.655974	NM_007123	ENSG00000042781	USH2A	RP39|US2|USH2|dJ1111A8.1	usherin	protein-coding
18589	chr7	114500009	114500685	+	0	NA	Intergenic	Intergenic	-61862	NM_001166345	29969	Hs.741413	NM_199072	ENSG00000135272	MDFIC	HIC|MDFIC1	MyoD family inhibitor domain containing	protein-coding
4689	chr12	90553071	90553944	+	0	NA	Intergenic	L2a|LINE|L2	-133588	NR_135018	105369893	Hs.577777	NR_135018		LINC02392	-	long intergenic non-protein coding RNA 2392	ncRNA
21156	chrX	106969894	106970674	+	0	NA	intron (NM_198057, intron 1 of 2)	Mam_R4|LINE|Dong-R4	-9992	NM_004089	1831	Hs.522074	NM_004089	ENSG00000157514	TSC22D3	DIP|DSIPI|GILZ|TSC-22R	TSC22 domain family member 3	protein-coding
20546	chr9	107625500	107626134	+	0	NA	intron (NM_005502, intron 5 of 49)	intron (NM_005502, intron 5 of 49)	64619	NM_005502	19	Hs.659274	NM_005502	ENSG00000165029	ABCA1	ABC-1|ABC1|CERP|HDLDT1|TGD	ATP binding cassette subfamily A member 1	protein-coding
18729	chr7	133474720	133475483	+	0	NA	intron (NM_021807, intron 10 of 17)	intron (NM_021807, intron 10 of 17)	34540	NR_120513	101928861	Hs.675747	NR_120513		LOC101928861	-	uncharacterized LOC101928861	ncRNA
21115	chrX	80376182	80377555	+	0	NA	intron (NM_030763, intron 2 of 6)	intron (NM_030763, intron 2 of 6)	80544	NM_030763	79366	Hs.282204	NM_030763	ENSG00000198157	HMGN5	NBP-45|NSBP1	high mobility group nucleosome binding domain 5	protein-coding
1375	chr1	180895170	180896185	+	0	NA	intron (NM_020950, intron 3 of 8)	intron (NM_020950, intron 3 of 8)	13644	NM_020950	57710	Hs.734816	NM_020950	ENSG00000135835	KIAA1614	-	KIAA1614	protein-coding
14251	chr4	83566871	83567809	+	0	NA	intron (NM_001037582, intron 3 of 4)	intron (NM_001037582, intron 3 of 4)	-24750	NR_024088	439934	Hs.457189	NM_001033661	ENSG00000231782	LINC00575	C4orf11	long intergenic non-protein coding RNA 575	ncRNA
5579	chr13	74383469	74384173	+	0	NA	intron (NM_007249, intron 5 of 7)	intron (NM_007249, intron 5 of 7)	245440	NR_047009	100874155	Hs.672679	NR_047009		LINC00392	-	long intergenic non-protein coding RNA 392	ncRNA
4642	chr12	78393665	78394287	+	0	NA	intron (NM_001024383, intron 7 of 39)	intron (NM_001024383, intron 7 of 39)	169302	NM_014903	89795	Hs.655301	NM_014903	ENSG00000067798	NAV3	POMFIL1|STEERIN3|unc53H3	neuron navigator 3	protein-coding
4955	chr12	117397410	117398435	+	0	NA	intron (NM_012174, intron 4 of 10)	intron (NM_012174, intron 4 of 10)	27220	NR_103809	100506551	Hs.657861	NR_103809	ENSG00000257279	LOC100506551	-	uncharacterized LOC100506551	ncRNA
4136	chr12	6448651	6449810	+	0	NA	intron (NR_144351, intron 1 of 8)	intron (NR_144351, intron 1 of 8)	2012	NM_001346091	7132	Hs.279594	NM_001065	ENSG00000067182	TNFRSF1A	CD120a|FPF|TBP1|TNF-R|TNF-R-I|TNF-R55|TNFAR|TNFR1|TNFR55|TNFR60|p55|p55-R|p60	TNF receptor superfamily member 1A	protein-coding
10713	chr2	177154532	177154942	+	0	NA	intron (NM_001006635, intron 2 of 10)	L2c|LINE|L2	20567	NM_001319098	10651	Hs.470728	NM_006554	ENSG00000128654	MTX2	-	metaxin 2	protein-coding
6490	chr15	26377876	26378783	+	0	NA	TTS (NR_038852)	TTS (NR_038852)	17369	NR_038851	503519	Hs.371380	NR_038851	ENSG00000259150	LINC00929	-	long intergenic non-protein coding RNA 929	ncRNA
10105	chr2	68694197	68694936	+	0	NA	promoter-TSS (NM_173545)	promoter-TSS (NM_173545)	-140	NM_001024680	554251	Hs.164117	NM_001024680	ENSG00000204923	FBXO48	-	F-box protein 48	protein-coding
15644	chr5	102116425	102117249	+	0	NA	intron (NM_001364584, intron 1 of 25)	intron (NM_001364584, intron 1 of 25)	25828	NM_001364585	5066	Hs.369430	NM_000919	ENSG00000145730	PAM	PAL|PHM	peptidylglycine alpha-amidating monooxygenase	protein-coding
9447	chr19	55727554	55728274	+	0	NA	Intergenic	Intergenic	-7045	NM_002842	5794	Hs.179770	NM_002842	ENSG00000080031	PTPRH	R-PTP-H|SAP1	protein tyrosine phosphatase receptor type H	protein-coding
2649	chr10	93348939	93349681	+	0	NA	intron (NR_024467, intron 1 of 4)	intron (NR_024467, intron 1 of 4)	21907	NR_024467	100188947	Hs.535293	NR_024467		HECTD2-AS1	-	HECTD2 antisense RNA 1	ncRNA
7617	chr16	84763588	84764600	+	0	NA	intron (NM_001272075, intron 2 of 14)	AT_rich|Low_complexity|Low_complexity	30488	NM_005153	9100	Hs.136778	NM_005153	ENSG00000103194	USP10	UBPO	ubiquitin specific peptidase 10	protein-coding
12755	chr3	65381713	65382598	+	0	NA	intron (NM_001033057, intron 13 of 22)	intron (NM_001033057, intron 13 of 22)	-497336	NR_046575	100873983	Hs.663889	NR_046575	ENSG00000240175	MAGI1-AS1	-	MAGI1 antisense RNA 1	ncRNA
2217	chr10	34551678	34552547	+	0	NA	intron (NM_001184791, intron 18 of 20)	intron (NM_001184791, intron 18 of 20)	-490504	NR_038932	100505583	Hs.568804	NR_038932	ENSG00000261683	LINC00838	-	long intergenic non-protein coding RNA 838	ncRNA
4911	chr12	110485992	110487019	+	0	NA	promoter-TSS (NR_148516)	promoter-TSS (NR_148516)	-53	NR_148516	400073	Hs.44817	NM_207435	ENSG00000174456	C12orf76	-	chromosome 12 open reading frame 76	protein-coding
8906	chr18	60381942	60382735	+	0	NA	promoter-TSS (NM_194449)	promoter-TSS (NM_194449)	-436	NM_194449	23239	Hs.465337	NM_194449	ENSG00000081913	PHLPP1	PHLPP|PLEKHE1|PPM3A|SCOP	PH domain and leucine rich repeat protein phosphatase 1	protein-coding
17576	chr6	156855123	156855970	+	0	NA	Intergenic	Intergenic	155662	NR_145751	109617011		NR_145751	ENSG00000212295	SNORD28B	-	small nucleolar RNA, C/D box 28B	snoRNA
20549	chr9	107808956	107810111	+	0	NA	Intergenic	L3|LINE|CR1	-119097	NM_005502	19	Hs.659274	NM_005502	ENSG00000165029	ABCA1	ABC-1|ABC1|CERP|HDLDT1|TGD	ATP binding cassette subfamily A member 1	protein-coding
5551	chr13	71190891	71191365	+	0	NA	Intergenic	Intergenic	-398145	NR_047699	100885781	Hs.372660	NR_047699	ENSG00000226846	LINC00348	-	long intergenic non-protein coding RNA 348	ncRNA
19293	chr8	53137589	53138587	+	0	NA	intron (NM_001352828, intron 4 of 27)	intron (NM_001352828, intron 4 of 27)	23116	NM_001352856	9705	Hs.655499	NM_014682	ENSG00000147488	ST18	NZF-3|NZF3|ZC2H2C3|ZC2HC10|ZNF387	ST18 C2H2C-type zinc finger transcription factor	protein-coding
12206	chr22	44538331	44539383	+	0	NA	intron (NM_001003828, intron 9 of 13)	intron (NM_001003828, intron 9 of 13)	-29979	NM_001137605	64098	Hs.658995	NM_022141	ENSG00000138964	PARVG	-	parvin gamma	protein-coding
4045	chr11	131089307	131090033	+	0	NA	Intergenic	L1MB3|LINE|L1	-150840	NM_001352006	50863	Hs.504352	NM_016522	ENSG00000182667	NTM	CEPU-1|HNT|IGLON2|NTRI	neurotrimin	protein-coding
14477	chr4	112319556	112320577	+	0	NA	Intergenic	Intergenic	-538263	NR_030643	100126354		NR_030643	ENSG00000215961	MIR297	MIRN297|hsa-mir-297	microRNA 297	ncRNA
8315	chr17	65887813	65888273	+	0	NA	exon (NM_004459, exon 7 of 30)	exon (NM_004459, exon 7 of 30)	66424	NM_004459	2186	Hs.444200	NM_004459	ENSG00000171634	BPTF	FAC1|FALZ|NEDDFL|NURF301	bromodomain PHD finger transcription factor	protein-coding
20425	chr9	92806640	92807958	+	0	NA	Intergenic	Intergenic	-3518	NR_038882	286370	Hs.407589	NR_038882	ENSG00000227555	MIR4290HG	-	MIR4290 host gene	ncRNA
2937	chr10	124107874	124108547	+	0	NA	Intergenic	Intergenic	-26014	NM_001001974	59338	Hs.643512	NM_021622	ENSG00000107679	PLEKHA1	TAPP1	pleckstrin homology domain containing A1	protein-coding
13717	chr3	187225707	187226165	+	0	NA	Intergenic	PrimLTR79|LTR|ERV1	61102	NR_146716	105374261	Hs.535726	NR_146716		LINC02041	-	long intergenic non-protein coding RNA 2041	ncRNA
7206	chr16	12207100	12207900	+	0	NA	intron (NM_032167, intron 11 of 20)	intron (NM_032167, intron 11 of 20)	136909	NM_032167	92017	Hs.458401	NM_032167	ENSG00000048471	SNX29	A-388D4.1|RUNDC2A	sorting nexin 29	protein-coding
460	chr1	41807574	41808409	+	0	NA	Intergenic	Intergenic	-19115	NM_001291281	100132074	Hs.559677	NM_001291281		FOXO6	-	forkhead box O6	protein-coding
14848	chr4	175279917	175280629	+	0	NA	Intergenic	Intergenic	-64673	NR_036236	100423042		NR_036236	ENSG00000265846	MIR4276	-	microRNA 4276	ncRNA
14129	chr4	57944801	57946050	+	0	NA	intron (NM_001253835, intron 1 of 3)	intron (NM_001253835, intron 1 of 3)	-30503	NR_034081	255130	Hs.691061	NR_034081	ENSG00000245067	IGFBP7-AS1	-	IGFBP7 antisense RNA 1	ncRNA
10089	chr2	68125800	68126978	+	0	NA	Intergenic	Intergenic	-73695	NR_110271	101927701	Hs.348697	NR_110271	ENSG00000237013	LINC01812	-	long intergenic non-protein coding RNA 1812	ncRNA
16243	chr5	174301882	174303193	+	0	NA	Intergenic	Intergenic	120197	NR_046113	441116	Hs.533036	NM_001004348	ENSG00000204754	LINC01951	-	long intergenic non-protein coding RNA 1951	ncRNA
14309	chr4	87301245	87301847	+	0	NA	intron (NM_002753, intron 1 of 13)	intron (NM_002753, intron 1 of 13)	-9526	NM_001318068	5602	Hs.13438	NM_002753	ENSG00000109339	MAPK10	JNK3|JNK3A|PRKM10|SAPK1b|p493F12|p54bSAPK	mitogen-activated protein kinase 10	protein-coding
10634	chr2	168189752	168190416	+	0	NA	Intergenic	Intergenic	146202	NM_001199145	129446	Hs.73680	NM_152381	ENSG00000163092	XIRP2	CMYA3	xin actin binding repeat containing 2	protein-coding
3999	chr11	126138574	126139334	+	0	NA	promoter-TSS (NR_037648)	promoter-TSS (NR_037648)	-77	NM_001177842	6734	Hs.368376	NM_003139	ENSG00000182934	SRPRA	DP|SRPR|Sralpha	SRP receptor subunit alpha	protein-coding
3098	chr11	12823912	12824984	+	0	NA	intron (NM_021961, intron 3 of 12)	intron (NM_021961, intron 3 of 12)	128480	NM_021961	7003	Hs.655331	NM_021961	ENSG00000187079	TEAD1	AA|NTEF-1|REF1|TCF-13|TCF13|TEAD-1|TEF-1	TEA domain transcription factor 1	protein-coding
17636	chr6	161431161	161432161	+	0	NA	intron (NM_001301072, intron 1 of 26)	intron (NM_001301072, intron 1 of 26)	18860	NM_005922	4216	Hs.390428	NM_005922	ENSG00000085511	MAP3K4	MAPKKK4|MEKK 4|MEKK4|MTK1|PRO0412	mitogen-activated protein kinase kinase kinase 4	protein-coding
14255	chr4	83618307	83619436	+	0	NA	intron (NM_024906, intron 2 of 3)	intron (NM_024906, intron 2 of 3)	55712	NR_030301	693160		NR_030301	ENSG00000207746	MIR575	MIRN575|hsa-mir-575	microRNA 575	ncRNA
21068	chrX	56972579	56973001	+	0	NA	Intergenic	HERVK11-int|LTR|ERVK	49184	NR_027139	169981	Hs.522672	NM_001010862	ENSG00000204271	SPIN3	SPIN-3|TDRD27|bA445O16.1	spindlin family member 3	protein-coding
19530	chr8	93687255	93688025	+	0	NA	Intergenic	Intergenic	-19918	NR_125827	102724710	Hs.125714	NR_125827	ENSG00000253634	LOC102724710	-	uncharacterized LOC102724710	ncRNA
19772	chr8	124484313	124484878	+	0	NA	Intergenic	MLT1C|LTR|ERVL-MaLR	55581	NM_018024	55093	Hs.18029	NM_018024	ENSG00000156795	WDYHV1	C8orf32	WDYHV motif containing 1	protein-coding
13579	chr3	173079092	173079933	+	0	NA	Intergenic	Intergenic	-34230	NM_001365936	22871	Hs.478289	NM_014932	ENSG00000169760	NLGN1	NL1	neuroligin 1	protein-coding
16430	chr6	16292668	16293778	+	0	NA	intron (NM_006877, intron 8 of 8)	intron (NM_006877, intron 8 of 8)	54405	NM_006877	2766	Hs.484741	NM_006877	ENSG00000137198	GMPR	GMPR 1|GMPR1	guanosine monophosphate reductase	protein-coding
16634	chr6	37709484	37710572	+	0	NA	Intergenic	Intergenic	-44369	NM_153487	266727	Hs.437993	NM_153487	ENSG00000112139	MDGA1	GPIM|MAMDC3	MAM domain containing glycosylphosphatidylinositol anchor 1	protein-coding
4934	chr12	113296312	113297378	+	0	NA	intron (NR_145127, intron 5 of 22)	intron (NR_145127, intron 5 of 22)	-47737	NM_002534	4938	Hs.524760	NM_002534	ENSG00000089127	OAS1	E18/E16|IFI-4|OIAS|OIASI	2'-5'-oligoadenylate synthetase 1	protein-coding
14087	chr4	48165036	48165789	+	0	NA	intron (NM_003215, intron 8 of 17)	intron (NM_003215, intron 8 of 17)	-29145	NM_003328	7294	Hs.479669	NM_003328	ENSG00000074966	TXK	BTKL|PSCTK5|PTK4|RLK|TKL	TXK tyrosine kinase	protein-coding
14532	chr4	121756509	121757408	+	0	NA	intron (NM_001300824, intron 3 of 13)	intron (NM_001300824, intron 3 of 13)	87063	NM_001300824	11107	Hs.666782	NM_018699	ENSG00000138738	PRDM5	BCS2|PFM2	PR/SET domain 5	protein-coding
