PeakID (cmd=annotatePeaks.pl 09-17ngn3_30M_peaksfdr0.05.txt hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
chr6-1561	chr6	16257096	16257328	+	3.15	0.759	intron (NM_006877, intron 4 of 8)	MER21C|LTR|ERVL	18401	NM_006877	2766	Hs.484741	NM_006877	ENSG00000137198	GMPR	GMPR 1|GMPR1	guanosine monophosphate reductase	protein-coding
chr4-1452	chr4	144105694	144105926	+	3.15	0.800	promoter-TSS (NM_032557)	promoter-TSS (NM_032557)	204	NR_136203	105377623		NR_136203	ENSG00000250326	LOC105377623	-	uncharacterized LOC105377623	ncRNA
chr6-1618	chr6	1821993	1822225	+	3.15	0.632	intron (NM_001500, intron 7 of 10)	intron (NM_001500, intron 7 of 10)	211428	NM_001453	2296	Hs.348883	NM_001453	ENSG00000054598	FOXC1	ARA|ASGD3|FKHL7|FREAC-3|FREAC3|IGDA|IHG1|IRID1|RIEG3	forkhead box C1	protein-coding
chr16-1635	chr16	69438363	69438595	+	3.15	0.821	Intergenic	Intergenic	-18588	NM_005652	7014	Hs.63335	NM_005652	ENSG00000132604	TERF2	TRBF2|TRF2	telomeric repeat binding factor 2	protein-coding
chr5-1306	chr5	120126314	120126546	+	3.15	0.833	Intergenic	Intergenic	259271	NM_001308088	51334	Hs.157461	NM_016644	ENSG00000184838	PRR16	DSC54|LARGEN	proline rich 16	protein-coding
chr7-1518	chr7	35145240	35145472	+	3.15	0.750	intron (NR_002833, intron 17 of 21)	intron (NR_002833, intron 17 of 21)	-67703	NM_015283	23333	Hs.408623	NM_015283	ENSG00000173852	DPY19L1	-	dpy-19 like C-mannosyltransferase 1	protein-coding
chr12-1211	chr12	43681802	43682034	+	3.15	0.817	Intergenic	Intergenic	132800	NR_146866	105369740	Hs.577746	NR_146866	ENSG00000258331	LINC02461	-	long intergenic non-protein coding RNA 2461	ncRNA
chr11-1273	chr11	131235680	131235912	+	3.15	0.696	Intergenic	Intergenic	-4575	NR_147848	50863	Hs.504352	NM_016522	ENSG00000182667	NTM	CEPU-1|HNT|IGLON2|NTRI	neurotrimin	protein-coding
chr6-1452	chr6	170734174	170734406	+	3.15	0.681	Intergenic	Intergenic	94441	NR_039787	100616430		NR_039787	ENSG00000266245	MIR4644	-	microRNA 4644	ncRNA
chr11-1567	chr11	70049124	70049356	+	3.15	0.703	promoter-TSS (NM_003824)	promoter-TSS (NM_003824)	-29	NM_003824	8772	Hs.86131	NM_003824	ENSG00000168040	FADD	GIG3|MORT1	Fas associated via death domain	protein-coding
chr13-681	chr13	72152447	72152679	+	3.15	0.782	intron (NM_080759, intron 4 of 11)	intron (NM_080759, intron 4 of 11)	288767	NM_080760	1602	Hs.129452	NM_004392	ENSG00000276644	DACH1	DACH	dachshund family transcription factor 1	protein-coding
chr4-1543	chr4	65689451	65689683	+	3.15	0.797	Intergenic	L1PA13|LINE|L1	180651	NR_033976	401134	Hs.165899	NR_033976	ENSG00000250125	LINC02232	-	long intergenic non-protein coding RNA 2232	ncRNA
chr2-1901	chr2	222187466	222187698	+	3.15	0.828	Intergenic	Intergenic	249496	NM_001304537	2043	Hs.371218	NM_004438	ENSG00000116106	EPHA4	HEK8|SEK|TYRO1	EPH receptor A4	protein-coding
chr18-650	chr18	59560711	59560943	+	3.15	0.682	promoter-TSS (NM_173557)	promoter-TSS (NM_173557)	-523	NM_173557	220441	Hs.165062	NM_173557	ENSG00000176641	RNF152	-	ring finger protein 152	protein-coding
chr20-783	chr20	36145478	36145710	+	3.15	0.662	TTS (NM_001167820)	TTS (NM_001167820)	3111	NM_001317075	10904	Hs.472651	NM_006698	ENSG00000166619	BLCAP	BC10	bladder cancer associated protein	protein-coding
chr16-1448	chr16	32097100	32097332	+	3.15	0.676	Intergenic	CpG	102218	NR_135178	102723753		NR_135178		LOC102723753	-	HECT and RLD domain containing E3 ubiquitin protein ligase 2 pseudogene	pseudo
chr13-610	chr13	52028111	52028343	+	3.15	0.707	promoter-TSS (NM_001306091)	promoter-TSS (NM_001306091)	746	NR_103812	100507398	Hs.594897	NR_103812	ENSG00000236778	INTS6-AS1	-	INTS6 antisense RNA 1	ncRNA
chr6-1571	chr6	99506959	99507191	+	3.15	0.750	Intergenic	MLT1K|LTR|ERVL-MaLR	-65410	NR_039672	100616347		NR_039672	ENSG00000265226	MIR548AI	-	microRNA 548ai	ncRNA
chr3-1582	chr3	99614733	99614965	+	3.15	0.667	intron (NR_031662, intron 1 of 4)	intron (NR_031662, intron 1 of 4)	-19802	NM_001282794	11259	Hs.104672	NM_014890	ENSG00000168386	FILIP1L	DOC-1|DOC1|GIP130|GIP90	filamin A interacting protein 1 like	protein-coding
chr4-1407	chr4	160404960	160405192	+	3.15	0.687	Intergenic	Intergenic	216078	NM_014247	9693	Hs.744884	NM_014247	ENSG00000109756	RAPGEF2	CNrasGEF|NRAPGEP|PDZ-GEF1|PDZGEF1|RA-GEF|RA-GEF-1|Rap-GEP|nRap GEP	Rap guanine nucleotide exchange factor 2	protein-coding
chr5-1370	chr5	175690998	175691230	+	3.15	0.898	intron (NM_001308196, intron 3 of 11)	MSTB-int|LTR|ERVL-MaLR	25752	NM_198567	375484	Hs.719847	NM_198567	ENSG00000170085	SIMC1	C5orf25|OOMA1|PLEIAD	SUMO interacting motifs containing 1	protein-coding
chr21-828	chr21	42394168	42394400	+	3.15	0.731	Intergenic	Intergenic	125707	NR_024100	284835	Hs.106234	NR_024100	ENSG00000226496	LINC00323	C21orf130|NCRNA00323|PRED42	long intergenic non-protein coding RNA 323	ncRNA
chr6-1616	chr6	125567794	125568026	+	3.15	0.730	intron (NM_001003396, intron 3 of 5)	intron (NM_001003396, intron 3 of 5)	43125	NM_001318907	7164	Hs.591347	NM_003287	ENSG00000111907	TPD52L1	D53	tumor protein D52 like 1	protein-coding
chr9-1085	chr9	72378742	72378974	+	3.15	0.770	Intergenic	LTR5_Hs|LTR|ERVK	-3982	NM_001099666	375743	Hs.744192	NM_001099666	ENSG00000188647	PTAR1	-	protein prenyltransferase alpha subunit repeat containing 1	protein-coding
chr22-350	chr22	18842245	18842477	+	3.15	0.882	intron (NR_135922, intron 3 of 5)	intron (NR_135922, intron 3 of 5)	4730	NR_135922	102725072	Hs.745076	NR_135922	ENSG00000161103	LOC102725072	-	Putative uncharacterized protein DKFZp434K191	pseudo
chr2-2045	chr2	233562446	233562678	+	3.15	0.793	intron (NM_001103148, intron 1 of 27)	intron (NM_001103148, intron 1 of 27)	547	NR_103494	26058	Hs.565319	NM_015575	ENSG00000204120	GIGYF2	GYF2|PARK11|PERQ2|PERQ3|TNRC15	GRB10 interacting GYF protein 2	protein-coding
chr15-813	chr15	41876030	41876262	+	3.15	0.780	Intergenic	Intergenic	23976	NM_001330264	7301	Hs.381282	NM_006293	ENSG00000092445	TYRO3	BYK|Dtk|Etk-2|RSE|Rek|Sky|Tif	TYRO3 protein tyrosine kinase	protein-coding
chr1-2925	chr1	74104116	74104348	+	3.15	0.750	Intergenic	Intergenic	-36130	NR_146300	109729166	Hs.563902	NR_146300		LINC02238	-	long intergenic non-protein coding RNA 2238	ncRNA
chr7-1398	chr7	13938743	13938975	+	3.15	0.750	intron (NM_001163149, intron 11 of 11)	intron (NM_001163149, intron 11 of 11)	87280	NM_001163152	2115	Hs.22634	NM_004956	ENSG00000006468	ETV1	ER81	ETS variant 1	protein-coding
chr10-1409	chr10	61726141	61726373	+	3.15	0.746	Intergenic	Intergenic	-5586	NR_024340	283025	Hs.522955	NM_001017982	ENSG00000235931	LINC01553	C10orf40	long intergenic non-protein coding RNA 1553	ncRNA
chr5-1247	chr5	66768307	66768539	+	3.15	0.701	Intergenic	Intergenic	174194	NR_147169	105379006		NR_147169	ENSG00000249736	LINC02242	-	long intergenic non-protein coding RNA 2242	ncRNA
chr20-828	chr20	56016197	56016429	+	3.15	0.725	Intergenic	Intergenic	-48201	NR_149006	100291105	Hs.638423	NR_149006	ENSG00000218018	LOC100291105	-	uncharacterized LOC100291105	ncRNA
chr7-1376	chr7	123262739	123262971	+	3.15	0.868	intron (NR_111922, intron 2 of 4)	intron (NR_111922, intron 2 of 4)	2156	NR_111922	102724555	Hs.83916	NR_111922	ENSG00000230442	LOC102724555	-	uncharacterized LOC102724555	ncRNA
chr18-659	chr18	3499084	3499316	+	3.15	0.712	exon (NM_001242766, exon 11 of 11)	exon (NM_001242766, exon 11 of 11)	32952	NR_110428	100505592	Hs.635114	NR_110428	ENSG00000266835	GAPLINC	LINC01540	gastric adenocarcinoma associated, positive CD44 regulator, long intergenic non-coding RNA	ncRNA
chr14-865	chr14	51481680	51481912	+	3.15	0.770	intron (NM_052978, intron 3 of 6)	intron (NM_052978, intron 3 of 6)	-70548	NM_001163940	5836	Hs.282417	NM_002863	ENSG00000100504	PYGL	GSD6	glycogen phosphorylase L	protein-coding
chr11-1255	chr11	110228040	110228272	+	3.15	0.812	intron (NR_135100, intron 1 of 3)	MIRc|SINE|MIR	2317	NR_135100	105369486	Hs.611557	NR_135100		LOC105369486	-	uncharacterized LOC105369486	ncRNA
chr1-2753	chr1	248646463	248646695	+	3.15	0.710	Intergenic	AluSq2|SINE|Alu	-5311	NM_001004697	401993	Hs.553808	NM_001004697	ENSG00000203661	OR2T5	OR1-62	olfactory receptor family 2 subfamily T member 5	protein-coding
chr11-1490	chr11	5770136	5770368	+	3.15	0.776	Intergenic	Intergenic	-5671	NM_001005175	390072	Hs.553735	NM_001005175	ENSG00000181074	OR52N4	OR11-64	olfactory receptor family 52 subfamily N member 4 (gene/pseudogene)	protein-coding
chr6-1573	chr6	6679104	6679336	+	3.15	0.742	Intergenic	Intergenic	-56161	NR_026970	285780	Hs.655737	NM_173675	ENSG00000216863	LY86-AS1	LY86-AS|LY86AS	LY86 antisense RNA 1	ncRNA
chrX-208	chrX	132926736	132926968	+	3.15	0.896	intron (NM_001164619, intron 1 of 6)	intron (NM_001164619, intron 1 of 6)	-104618	NR_148713	110806308	Hs.658628	NR_148713		GPC3-AS1	-	GPC3 antisense RNA 1	ncRNA
chr5-1463	chr5	469634	469866	+	3.15	0.710	TTS (NR_024158)	TTS (NR_024158)	3330	NR_024158	25845	Hs.719132	NR_024158	ENSG00000188242	PP7080	-	uncharacterized LOC25845	ncRNA
chr9-1296	chr9	100395847	100396079	+	3.15	0.750	promoter-TSS (NM_139246)	promoter-TSS (NM_139246)	-1	NM_139246	158427	Hs.723236	NM_139246	ENSG00000136925	TSTD2	C9orf97	thiosulfate sulfurtransferase like domain containing 2	protein-coding
chr8-1478	chr8	10932628	10932860	+	3.15	0.691	intron (NM_173683, intron 1 of 2)	intron (NM_173683, intron 1 of 2)	-8145	NR_134308	101929269	Hs.680442	NR_134308	ENSG00000254839	LOC101929269	-	uncharacterized LOC101929269	ncRNA
chr2-1973	chr2	235357836	235358068	+	3.15	0.742	intron (NR_146988, intron 2 of 2)	MER103C|DNA|hAT-Charlie	5287	NR_146988	105373934	Hs.471685	NR_146988	ENSG00000231682	LINC01891	-	long intergenic non-protein coding RNA 1891	ncRNA
chr7-1539	chr7	93230891	93231123	+	3.15	0.738	Intergenic	Intergenic	-26965	NM_001742	799	Hs.489127	NM_001742	ENSG00000004948	CALCR	CRT|CT-R|CTR|CTR1	calcitonin receptor	protein-coding
chr6-1471	chr6	71891137	71891369	+	3.15	0.750	Intergenic	L2c|LINE|L2	-106892	NM_001324266	79627	Hs.648434	NM_024576	ENSG00000119900	OGFRL1	dJ331H24.1	opioid growth factor receptor like 1	protein-coding
chr14-773	chr14	60628468	60628700	+	3.15	0.624	intron (NM_001322280, intron 1 of 6)	intron (NM_001322280, intron 1 of 6)	3627	NM_001322281	51635	Hs.59719	NM_016029	ENSG00000100612	DHRS7	CGI-86|SDR34C1|retDSR4|retSDR4	dehydrogenase/reductase 7	protein-coding
chr15-746	chr15	97621943	97622175	+	3.15	0.727	Intergenic	Intergenic	295422	NM_001304804	145946	Hs.326528	NM_173499	ENSG00000185594	SPATA8	SRG8	spermatogenesis associated 8	protein-coding
chr15-797	chr15	64995619	64995851	+	3.15	0.742	promoter-TSS (NM_002537)	promoter-TSS (NM_002537)	-255	NM_001301302	4947	Hs.744924	NM_002537	ENSG00000180304	OAZ2	AZ2	ornithine decarboxylase antizyme 2	protein-coding
chr6-1608	chr6	91003216	91003448	+	3.15	0.746	intron (NM_021813, intron 1 of 8)	intron (NM_021813, intron 1 of 8)	3295	NM_021813	60468	Hs.269764	NM_021813	ENSG00000112182	BACH2	BTBD25	BTB domain and CNC homolog 2	protein-coding
chrY-158	chrY	6789194	6789426	+	3.15	0.804	intron (NM_134258, intron 2 of 17)	LTR3|LTR|ERVK	10583	NM_134258	90665	Hs.664560	NM_033284	ENSG00000092377	TBL1Y	TBL1	transducin beta like 1 Y-linked	protein-coding
chr9-1195	chr9	13048002	13048234	+	3.15	0.708	Intergenic	Intergenic	-75486	NR_132976	106635615		NR_132976		SNORD137	-	small nucleolar RNA, C/D box 137	snoRNA
chr14-732	chr14	72757069	72757301	+	3.15	0.770	intron (NM_001204421, intron 2 of 16)	intron (NM_001204421, intron 2 of 16)	-226343	NR_106994	102465832		NR_106994	ENSG00000273830	MIR7843	hsa-mir-7843	microRNA 7843	ncRNA
chr2-2289	chr2	106359425	106359657	+	3.15	0.703	Intergenic	L2|LINE|L2	-1979	NM_003581	8440	Hs.529244	NM_003581	ENSG00000071051	NCK2	GRB4|NCKbeta	NCK adaptor protein 2	protein-coding
chr1-2853	chr1	162751231	162751463	+	3.15	0.815	3' UTR (NM_001354982, exon 18 of 18)	3' UTR (NM_001354982, exon 18 of 18)	-9145	NM_016371	51478	Hs.492925	NM_016371	ENSG00000132196	HSD17B7	PRAP|SDR37C1	hydroxysteroid 17-beta dehydrogenase 7	protein-coding
chrX-199	chrX	106944744	106944976	+	3.15	0.800	Intergenic	Intergenic	14851	NM_001015881	1831	Hs.522074	NM_004089	ENSG00000157514	TSC22D3	DIP|DSIPI|GILZ|TSC-22R	TSC22 domain family member 3	protein-coding
chr4-1509	chr4	1003756	1003988	+	3.15	0.707	Intergenic	CpG	-1738	NM_001004356	53834	Hs.193326	NM_021923	ENSG00000127418	FGFRL1	FGFR5|FHFR	fibroblast growth factor receptor like 1	protein-coding
chr9-1079	chr9	2469862	2470094	+	3.15	0.684	Intergenic	Intergenic	-151796	NM_001322225	7436	Hs.370422	NM_003383	ENSG00000147852	VLDLR	CAMRQ1|CARMQ1|CHRMQ1|VLDL-R|VLDLRCH	very low density lipoprotein receptor	protein-coding
chr14-944	chr14	23755889	23756121	+	3.15	0.687	promoter-TSS (NM_020834)	promoter-TSS (NM_020834)	-696	NM_020834	57594	Hs.632332	NM_020834	ENSG00000215271	HOMEZ	KIAA1443	homeobox and leucine zipper encoding	protein-coding
chr9-1131	chr9	18527897	18528129	+	3.15	0.662	intron (NM_001040272, intron 2 of 28)	AluSx1|SINE|Alu	-45291	NR_036107	100422869		NR_036107	ENSG00000264638	MIR3152	-	microRNA 3152	ncRNA
chr20-906	chr20	8228837	8229069	+	3.15	0.697	promoter-TSS (NR_046809)	promoter-TSS (NR_046809)	-398	NR_046809	100874337	Hs.662218	NR_046809	ENSG00000225479	PLCB1-IT1	-	PLCB1 intronic transcript 1	ncRNA
chr5-1331	chr5	111749171	111749403	+	3.15	0.689	intron (NR_144931, intron 1 of 22)	L2c|LINE|L2	5726	NM_022140	64097	Hs.584954	NM_022140	ENSG00000129595	EPB41L4A	EPB41L4|NBL4	erythrocyte membrane protein band 4.1 like 4A	protein-coding
chr14-680	chr14	24896453	24896685	+	3.15	0.597	3' UTR (NM_001039771, exon 3 of 3)	3' UTR (NM_001039771, exon 3 of 3)	-1923	NM_001290256	23351	Hs.713590	NM_015299	ENSG00000100441	KHNYN	KIAA0323	KH and NYN domain containing	protein-coding
chr10-1431	chr10	28979103	28979335	+	3.15	0.712	Intergenic	Intergenic	12795	NM_012342	25805	Hs.533336	NM_012342	ENSG00000095739	BAMBI	NMA	BMP and activin membrane bound inhibitor	protein-coding
chr4-1373	chr4	130544413	130544645	+	3.15	0.667	Intergenic	Intergenic	148104	NR_110753	101927282	Hs.407480	NR_110753	ENSG00000246876	LINC02466	-	long intergenic non-protein coding RNA 2466	ncRNA
chrY-153	chrY	14588710	14588942	+	3.15	0.750	Intergenic	PABL_A|LTR|ERV1	-55437	NR_033667	352887	Hs.546221	NR_033667	ENSG00000206159	GYG2P1	GYG2P	glycogenin 2 pseudogene 1	pseudo
chr4-1332	chr4	185736366	185736598	+	3.15	0.738	intron (NM_001995, intron 1 of 20)	intron (NM_001995, intron 1 of 20)	-3069	NM_001286708	2180	Hs.406678	NM_001995	ENSG00000151726	ACSL1	ACS1|FACL1|FACL2|LACS|LACS1|LACS2	acyl-CoA synthetase long chain family member 1	protein-coding
chr16-1356	chr16	54616550	54616782	+	3.15	0.742	Intergenic	Intergenic	-212055	NR_134923	100996345	Hs.112680	NR_134922	ENSG00000261803	LINC02140	-	long intergenic non-protein coding RNA 2140	ncRNA
chr20-791	chr20	44562322	44562554	+	3.15	0.662	promoter-TSS (NM_022104)	promoter-TSS (NM_022104)	-879	NM_022104	63935	Hs.472856	NM_022104	ENSG00000100982	PCIF1	C20orf67|PPP1R121	PDX1 C-terminal inhibiting factor 1	protein-coding
chr18-610	chr18	55289212	55289444	+	3.15	0.708	promoter-TSS (NM_004539)	promoter-TSS (NM_004539)	-151	NM_004539	4677	Hs.465224	NM_004539	ENSG00000134440	NARS	ASNRS|NARS1	asparaginyl-tRNA synthetase	protein-coding
chr6-1572	chr6	135503213	135503445	+	3.15	0.635	intron (NM_001130173, intron 1 of 15)	CpG	876	NM_005375	4602	Hs.606320	NM_005375	ENSG00000118513	MYB	Cmyb|c-myb|c-myb_CDS|efg	MYB proto-oncogene, transcription factor	protein-coding
chr6-1512	chr6	22250832	22251064	+	3.15	0.767	Intergenic	Intergenic	46782	NM_000948	5617	Hs.1905	NM_000948	ENSG00000172179	PRL	GHA1	prolactin	protein-coding
chr4-1549	chr4	144312132	144312364	+	3.15	0.721	intron (NM_207123, intron 1 of 10)	MLT1J|LTR|ERVL-MaLR	47635	NR_036091	100423017		NR_036091	ENSG00000265623	MIR3139	-	microRNA 3139	ncRNA
chr9-1028	chr9	132320889	132321121	+	3.15	0.821	Intergenic	Intergenic	-50158	NM_001286796	28989	Hs.744027	NM_014064	ENSG00000148335	NTMT1	AD-003|C9orf32|HOMT1A|METTL11A|NRMT|NRMT1|NTM1A	N-terminal Xaa-Pro-Lys N-methyltransferase 1	protein-coding
chr3-1430	chr3	160671569	160671801	+	3.15	0.723	intron (NM_001317912, intron 2 of 4)	intron (NM_001317912, intron 2 of 4)	83299	NR_134243	151742	Hs.389027	NM_139245	ENSG00000163590	PPM1L	PP2C-epsilon|PP2CE|PPM1-LIKE	protein phosphatase, Mg2+/Mn2+ dependent 1L	protein-coding
chr4-1420	chr4	40632643	40632875	+	3.15	0.738	promoter-TSS (NM_001098634)	promoter-TSS (NM_001098634)	-876	NM_001098634	54502	Hs.518727	NM_019027	ENSG00000163694	RBM47	NET18	RNA binding motif protein 47	protein-coding
chr19-1229	chr19	55885694	55885926	+	3.15	0.662	Intergenic	Intergenic	-2384	NM_139172	147744	Hs.590943	NM_139172	ENSG00000160472	TMEM190	MDAC1	transmembrane protein 190	protein-coding
chr11-1444	chr11	114063557	114063789	+	3.15	0.697	intron (NM_001018011, intron 4 of 6)	intron (NM_001018011, intron 4 of 6)	-102862	NM_006169	4837	Hs.503911	NM_006169	ENSG00000166741	NNMT	-	nicotinamide N-methyltransferase	protein-coding
chr4-1410	chr4	104508056	104508288	+	3.15	0.746	Intergenic	Intergenic	132801	NM_001059	6870	Hs.942	NM_001059	ENSG00000169836	TACR3	HH11|NK-3R|NK3|NK3R|NKR|TAC3R|TAC3RL	tachykinin receptor 3	protein-coding
chr18-513	chr18	24318389	24318621	+	3.15	0.714	Intergenic	MER1B|DNA|hAT-Charlie	-34903	NR_024259	728606	Hs.170599	NR_024259	ENSG00000265369	PCAT18	LINC01092	prostate cancer associated transcript 18 (non-protein coding)	ncRNA
chr18-641	chr18	8854234	8854466	+	3.15	0.754	Intergenic	Intergenic	136981	NM_015210	23255	Hs.707920	NM_015210	ENSG00000168502	MTCL1	CCDC165|KIAA0802|SOGA2	microtubule crosslinking factor 1	protein-coding
chr6-1597	chr6	138428953	138429185	+	3.15	0.742	promoter-TSS (NM_022121)	promoter-TSS (NM_022121)	-409	NM_022121	64065	Hs.201446	NM_022121	ENSG00000112378	PERP	KCP1|KRTCAP1|PIGPC1|THW|dJ496H19.1	PERP, TP53 apoptosis effector	protein-coding
chr6-1481	chr6	117827670	117827902	+	3.15	0.767	intron (NM_173674, intron 2 of 14)	intron (NM_173674, intron 2 of 14)	24019	NM_173674	285761	Hs.658304	NM_173674	ENSG00000164465	DCBLD1	dJ94G16.1	discoidin, CUB and LCCL domain containing 1	protein-coding
chrY-150	chrY	17806717	17806949	+	3.15	0.857	Intergenic	MLT1E2|LTR|ERVL-MaLR	-890920	NR_046504	100874056	Hs.743197	NR_046504	ENSG00000228787	NLGN4Y-AS1	NLGN4Y-AS|NLGN4YAS	NLGN4Y antisense RNA 1	ncRNA
chrX-205	chrX	132739887	132740119	+	3.15	0.774	intron (NM_004484, intron 6 of 7)	intron (NM_004484, intron 6 of 7)	-190798	NM_001448	2239	Hs.58367	NM_001448	ENSG00000076716	GPC4	K-glypican	glypican 4	protein-coding
chr11-1362	chr11	111895416	111895648	+	3.15	0.687	promoter-TSS (NM_001931)	promoter-TSS (NM_001931)	-6	NM_001931	1737	Hs.335551	NM_001931	ENSG00000150768	DLAT	DLTA|PDC-E2|PDCE2	dihydrolipoamide S-acetyltransferase	protein-coding
chr5-1236	chr5	30693535	30693767	+	3.15	0.804	Intergenic	Intergenic	-500111	NM_001362435	1004	Hs.124776	NM_004932	ENSG00000113361	CDH6	CAD6|KCAD	cadherin 6	protein-coding
chr13-768	chr13	62992615	62992847	+	3.15	0.741	Intergenic	Intergenic	94941	NR_047038	100874180	Hs.7415	NR_047038	ENSG00000229307	LINC00459	-	long intergenic non-protein coding RNA 459	ncRNA
chr1-2864	chr1	246078754	246078986	+	3.15	0.763	exon (NM_001167740, exon 8 of 12)	exon (NM_001167740, exon 8 of 12)	501844	NM_022743	64754	Hs.567571	NM_022743	ENSG00000185420	SMYD3	KMT3E|ZMYND1|ZNFN3A1|bA74P14.1	SET and MYND domain containing 3	protein-coding
chr11-1517	chr11	58347121	58347353	+	3.15	0.742	intron (NM_001197051, intron 1 of 10)	CpG	650	NM_053023	80829	Hs.524920	NM_053023	ENSG00000186660	ZFP91	DMS-8|DSM-8|FKSG11|PZF|ZFP-91|ZNF757	ZFP91 zinc finger protein	protein-coding
chr2-2139	chr2	17108697	17108929	+	3.15	0.750	Intergenic	L1MEc|LINE|L1	-261679	NM_030797	81553	Hs.467769	NM_030797	ENSG00000197872	FAM49A	-	family with sequence similarity 49 member A	protein-coding
chr3-1391	chr3	172519289	172519521	+	3.15	0.759	intron (NM_001349095, intron 18 of 25)	L1ME1|LINE|L1	50663	NM_001349104	1894	Hs.518299	NM_018098	ENSG00000114346	ECT2	ARHGEF31	epithelial cell transforming 2	protein-coding
chr15-805	chr15	87750865	87751097	+	3.15	0.804	Intergenic	Intergenic	-219324	NR_135683	102724452	Hs.128062	NR_135683	ENSG00000259620	LOC102724452	-	uncharacterized LOC102724452	ncRNA
chr15-795	chr15	37181169	37181401	+	3.15	0.708	Intergenic	Intergenic	-2551	NR_024264	145845	Hs.302693	NM_001101327		LOC145845	-	uncharacterized LOC145845	ncRNA
chr4-1353	chr4	25915387	25915619	+	3.15	0.750	promoter-TSS (NM_001145432)	promoter-TSS (NM_001145432)	-311	NM_001145432	389203	Hs.479386	NM_001145432	ENSG00000250317	SMIM20	C4orf52|MITRAC7|PNX	small integral membrane protein 20	protein-coding
chr4-1475	chr4	139096543	139096775	+	3.15	0.643	intron (NR_038380, intron 6 of 6)	intron (NR_038380, intron 6 of 6)	-44820	NR_037866	641365	Hs.435630	NR_037866	ENSG00000248307	LINC00616	-	long intergenic non-protein coding RNA 616	ncRNA
chr14-882	chr14	88937515	88937747	+	3.15	0.667	intron (NM_007039, intron 15 of 18)	intron (NM_007039, intron 15 of 18)	83492	NM_007039	11099	Hs.437040	NM_007039	ENSG00000070778	PTPN21	PTPD1|PTPRL10	protein tyrosine phosphatase, non-receptor type 21	protein-coding
chrX-197	chrX	39756770	39757002	+	3.15	0.733	Intergenic	Intergenic	199833	NM_017745	54880	Hs.659681	NM_017745	ENSG00000183337	BCOR	ANOP2|MAA2|MCOPS2	BCL6 corepressor	protein-coding
chr11-1441	chr11	62104724	62104956	+	3.15	0.742	promoter-TSS (NM_025080)	promoter-TSS (NM_025080)	66	NM_025080	80150	Hs.535326	NM_025080	ENSG00000162174	ASRGL1	ALP|ALP1|CRASH	asparaginase like 1	protein-coding
chr9-973	chr9	91075850	91076082	+	3.15	0.697	intron (NM_006717, intron 3 of 5)	intron (NM_006717, intron 3 of 5)	72669	NM_006717	10927	Hs.146804	NM_006717	ENSG00000106723	SPIN1	SPIN|TDRD24	spindlin 1	protein-coding
chr15-913	chr15	56027579	56027811	+	3.15	0.763	intron (NM_173814, intron 2 of 19)	intron (NM_173814, intron 2 of 19)	7622	NM_173814	283659	Hs.130957	NM_173814	ENSG00000166450	PRTG	IGDCC5	protogenin	protein-coding
chr14-919	chr14	60386850	60387082	+	3.15	0.741	intron (NM_001355272, intron 1 of 32)	intron (NM_001355272, intron 1 of 32)	535	NR_075071	341883	Hs.666245	NM_198499	ENSG00000131951	LRRC9	-	leucine rich repeat containing 9	protein-coding
