PeakID (cmd=annotatePeaks.pl GSE106949_XM001-PP_PDX1_CTTGTA_GEM_events_Filtered_Merged.bed hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
7:382126	chr7	382027	382227	+	173	NA	Intergenic	Intergenic	-37264	NR_033960	442497	Hs.704269	NR_033960	ENSG00000249574	LOC442497	-	uncharacterized LOC442497	ncRNA
5:133245643	chr5	133245544	133245744	+	173	NA	Intergenic	LTR86C|LTR|ERVL	-3724	NR_131252	105664404	Hs.582536	NR_131252	ENSG00000249073	WSPAR	LncTCF7|TCONS_00009511	WNT signaling pathway activating non-coding RNA	ncRNA
5:90559910	chr5	90559811	90560011	+	173	NA	Intergenic	L1ME1|LINE|L1	50308	NR_103548	100505994	Hs.628363	NR_103548	ENSG00000248323	LUCAT1	SCAL1|SCAT5	lung cancer associated transcript 1	ncRNA
5:163122722	chr5	163122623	163122823	+	173	NA	Intergenic	Intergenic	190098	NM_013283	27430	Hs.54642	NM_013283	ENSG00000038274	MAT2B	MAT-II|MATIIbeta|Nbla02999|SDR23E1|TGR	methionine adenosyltransferase 2B	protein-coding
1:115211632	chr1	115211533	115211733	+	173	NA	intron (NM_001256404, intron 1 of 20)	intron (NM_001256404, intron 1 of 20)	1037	NM_001256404	163259	Hs.654928	NM_198459	ENSG00000175984	DENND2C	dJ1156J9.1	DENN domain containing 2C	protein-coding
5:145319239	chr5	145319140	145319340	+	173	NA	intron (NM_152550, intron 2 of 9)	intron (NM_152550, intron 2 of 9)	3099	NM_152550	153769	Hs.443728	NM_152550	ENSG00000156463	SH3RF2	HEPP1|POSHER|PPP1R39|RNF158	SH3 domain containing ring finger 2	protein-coding
18:42044639	chr18	42044540	42044740	+	173	NA	intron (NR_110792, intron 2 of 4)	intron (NR_110792, intron 2 of 4)	67022	NR_110792	101927921	Hs.464986	NR_110792	ENSG00000267337	LINC01478	-	long intergenic non-protein coding RNA 1478	ncRNA
2:16790195	chr2	16790096	16790296	+	173	NA	intron (NM_030797, intron 2 of 11)	intron (NM_030797, intron 2 of 11)	56906	NM_030797	81553	Hs.467769	NM_030797	ENSG00000197872	FAM49A	-	family with sequence similarity 49 member A	protein-coding
1:164652688	chr1	164652589	164652789	+	173	NA	intron (NM_001204963, intron 2 of 8)	MIRc|SINE|MIR	91189	NR_038072	100505795	Hs.661039	NR_038072	ENSG00000233693	LOC100505795	-	uncharacterized LOC100505795	ncRNA
20:16553904	chr20	16553805	16554005	+	173	NA	exon (NM_001199865, exon 1 of 25)	exon (NM_001199865, exon 1 of 25)	188	NM_001199865	55614	Hs.101774	NM_024704	ENSG00000089177	KIF16B	C20orf23|KISC20ORF|SNX23	kinesin family member 16B	protein-coding
5:2343495	chr5	2343396	2343596	+	173	NA	Intergenic	L1PREC2|LINE|L1	-31181	NR_104616	100506858	Hs.445071	NR_104616		LOC100506858	-	uncharacterized LOC100506858	ncRNA
8:95064769	chr8	95064670	95064870	+	173	NA	Intergenic	MER21C|LTR|ERVL	135595	NM_001161779	54704	Hs.22265	NM_018444	ENSG00000164951	PDP1	PDH|PDP|PDPC|PPM2A|PPM2C	pyruvate dehyrogenase phosphatase catalytic subunit 1	protein-coding
5:15026486	chr5	15026387	15026587	+	173	NA	Intergenic	Intergenic	-154600	NM_054027	56172	Hs.156727	NM_054027	ENSG00000154122	ANKH	ANK|CCAL2|CMDJ|CPPDD|HANK|MANK|SLC62A1	ANKH inorganic pyrophosphate transport regulator	protein-coding
3:69292223	chr3	69292124	69292324	+	173	NA	intron (NM_015123, intron 7 of 22)	intron (NM_015123, intron 7 of 22)	-120478	NM_198271	56203	Hs.350621	NM_198271	ENSG00000163380	LMOD3	NEM10	leiomodin 3	protein-coding
10:16434792	chr10	16434693	16434893	+	173	NA	Intergenic	Intergenic	-44149	NM_001261836	9317	Hs.444321	NM_030664	ENSG00000165983	PTER	HPHRP|RPR-1	phosphotriesterase related	protein-coding
7:67711021	chr7	67710922	67711122	+	173	NA	Intergenic	Intergenic	225782	NR_120514	102723427	Hs.583491	NR_120514	ENSG00000225209	LOC102723427	-	uncharacterized LOC102723427	ncRNA
2:88899706	chr2	88899607	88899807	+	173	NA	intron (NM_001313915, intron 2 of 16)	intron (NM_001313915, intron 2 of 16)	24740	NM_001313915	9451	Hs.591589	NM_004836	ENSG00000172071	EIF2AK3	PEK|PERK|WRS	eukaryotic translation initiation factor 2 alpha kinase 3	protein-coding
3:3750191	chr3	3750092	3750292	+	173	NA	intron (NR_149025, intron 5 of 5)	MamRep434|DNA|TcMar-Tigger	-90923	NM_001324189	57633	Hs.163244	NM_020873	ENSG00000175928	LRRN1	FIGLER3|NLRR-1	leucine rich repeat neuronal 1	protein-coding
12:92157929	chr12	92157830	92158030	+	173	NA	Intergenic	Intergenic	377559	NR_046159	256021	Hs.651357	NM_001256373	ENSG00000257242	LINC01619	C12orf79	long intergenic non-protein coding RNA 1619	ncRNA
20:33627335	chr20	33627236	33627436	+	173	NA	intron (NM_199368, intron 7 of 18)	intron (NM_199368, intron 7 of 18)	-49061	NR_039912	100616134		NR_039912	ENSG00000283441	MIR499B	MIR499A|hsa-mir-499b	microRNA 499b	ncRNA
8:131342332	chr8	131342233	131342433	+	173	NA	intron (NM_018482, intron 3 of 29)	intron (NM_018482, intron 3 of 29)	-33554	NR_002765	29065	Hs.639318	NR_002765		ASAP1-IT1	ASAP1-IT|ASAP1IT|ASAP1IT1|DDEF1IT1|HSPC054|NCRNA00050	ASAP1 intronic transcript 1	ncRNA
1:37501141	chr1	37501042	37501242	+	173	NA	Intergenic	Intergenic	-1026	NM_000831	2899	Hs.128848	NM_000831	ENSG00000163873	GRIK3	EAA5|GLR7|GLUR7|GluK3|GluR7a	glutamate ionotropic receptor kainate type subunit 3	protein-coding
6:154825697	chr6	154825598	154825798	+	173	NA	intron (NM_173515, intron 1 of 12)	intron (NM_173515, intron 1 of 12)	5682	NM_001368116	154043	Hs.16064	NM_173515	ENSG00000153721	CNKSR3	CNK3|CNK3/IPCEF1|MAGI1	CNKSR family member 3	protein-coding
13:48878813	chr13	48878714	48878914	+	173	NA	promoter-TSS (NR_046414)	promoter-TSS (NR_046414)	931	NM_000321	5925	Hs.408528	NM_000321	ENSG00000139687	RB1	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	RB transcriptional corepressor 1	protein-coding
21:19213580	chr21	19213481	19213681	+	173	NA	intron (NR_024354, intron 1 of 2)	intron (NR_024354, intron 1 of 2)	-21908	NM_017447	54149	Hs.293811	NM_017447	ENSG00000154642	C21orf91	C21orf14|C21orf38|CSSG1|EURL|YG81	chromosome 21 open reading frame 91	protein-coding
8:22406364	chr8	22406265	22406465	+	173	NA	Intergenic	Intergenic	-3075	NM_005775	10174	Hs.528572	NM_005775	ENSG00000120896	SORBS3	SCAM-1|SCAM1|SH3D4	sorbin and SH3 domain containing 3	protein-coding
20:10073820	chr20	10073721	10073921	+	173	NA	intron (NR_040710, intron 3 of 4)	MIR3|SINE|MIR	58186	NM_198798	63926	Hs.70903	NM_022096	ENSG00000132623	ANKEF1	ANKRD5	ankyrin repeat and EF-hand domain containing 1	protein-coding
8:42128387	chr8	42128288	42128488	+	173	NA	promoter-TSS (NM_001190720)	promoter-TSS (NM_001190720)	91	NR_125823	101929897	Hs.60288	NR_125823	ENSG00000253408	LOC101929897	-	uncharacterized LOC101929897	ncRNA
3:107941397	chr3	107941298	107941498	+	173	NA	promoter-TSS (NM_018010)	promoter-TSS (NM_018010)	-127	NM_018010	55081	Hs.412196	NM_018010	ENSG00000114446	IFT57	ESRRBL1|HIPPI|MHS4R2|OFD18	intraflagellar transport 57	protein-coding
20:36307044	chr20	36306945	36307145	+	173	NA	intron (NR_040021, intron 2 of 3)	intron (NR_040021, intron 2 of 3)	1733	NR_040021	100287792	Hs.517026	NM_001001690	ENSG00000204117	LOC100287792	-	uncharacterized LOC100287792	ncRNA
12:4029521	chr12	4029422	4029622	+	173	NA	Intergenic	Intergenic	-46908	NM_001286521	57097	Hs.657268	NM_020367	ENSG00000111224	PARP11	ARTD11|C12orf6|MIB006	poly(ADP-ribose) polymerase family member 11	protein-coding
6:16472085	chr6	16471986	16472186	+	173	NA	intron (NM_001357857, intron 7 of 8)	intron (NM_001357857, intron 7 of 8)	233268	NM_006877	2766	Hs.484741	NM_006877	ENSG00000137198	GMPR	GMPR 1|GMPR1	guanosine monophosphate reductase	protein-coding
13:39211905	chr13	39211806	39212006	+	173	NA	intron (NR_126377, intron 2 of 2)	intron (NR_126377, intron 2 of 2)	48906	NR_126377	101929121	Hs.618449	NR_126377		LINC00437	TCONS_00021639	long intergenic non-protein coding RNA 437	ncRNA
9:3913056	chr9	3912957	3913157	+	173	NA	intron (NM_001042413, intron 6 of 10)	intron (NM_001042413, intron 6 of 10)	14411	NR_026663	84850	Hs.676113	NM_032764	ENSG00000237009	GLIS3-AS1	C9orf70	GLIS3 antisense RNA 1	ncRNA
8:18397449	chr8	18397350	18397550	+	173	NA	intron (NM_001362819, intron 14 of 14)	intron (NM_001362819, intron 14 of 14)	148658	NM_000015	10	Hs.2	NM_000015	ENSG00000156006	NAT2	AAC2|NAT-2|PNAT	N-acetyltransferase 2	protein-coding
6:158406896	chr6	158406797	158406997	+	173	NA	intron (NM_003898, intron 1 of 26)	intron (NM_003898, intron 1 of 26)	4002	NM_003898	8871	Hs.434494	NM_003898	ENSG00000078269	SYNJ2	INPP5H	synaptojanin 2	protein-coding
2:201753908	chr2	201753809	201754009	+	173	NA	promoter-TSS (NM_001136039)	promoter-TSS (NM_001136039)	-109	NM_032472	53938	Hs.121076	NM_032472	ENSG00000240344	PPIL3	CYPJ	peptidylprolyl isomerase like 3	protein-coding
13:40918802	chr13	40918703	40918903	+	173	NA	Intergenic	Intergenic	-124164	NR_033877	400123	Hs.577960	NR_033877	ENSG00000215483	LINC00548	-	long intergenic non-protein coding RNA 548	ncRNA
7:33762674	chr7	33762575	33762775	+	173	NA	Intergenic	Intergenic	-181852	NM_133468	168667	Hs.660998	NM_133468	ENSG00000164619	BMPER	CRIM3|CV-2|CV2	BMP binding endothelial regulator	protein-coding
2:187935347	chr2	187935248	187935448	+	173	NA	Intergenic	Intergenic	-221451	NM_182521	151112	Hs.375054	NM_182521	ENSG00000163012	ZSWIM2	MEX|ZZZ2	zinc finger SWIM-type containing 2	protein-coding
18:10401693	chr18	10401594	10401794	+	173	NA	Intergenic	MER117|DNA|hAT-Charlie	12673	NR_110775	101927350	Hs.572523	NR_110775	ENSG00000260913	LINC01254	-	long intergenic non-protein coding RNA 1254	ncRNA
21:43373282	chr21	43373183	43373383	+	173	NA	intron (NM_015500, intron 1 of 13)	CpG	844	NM_015500	25966	Hs.473894	NM_015500	ENSG00000157617	C2CD2	C21orf25|C21orf258|TMEM24L	C2 calcium dependent domain containing 2	protein-coding
7:37481669	chr7	37481570	37481770	+	173	NA	intron (NM_001206480, intron 1 of 21)	MER20|DNA|hAT-Charlie	6885	NM_014800	9844	Hs.434989	NM_014800	ENSG00000155849	ELMO1	CED-12|CED12|ELMO-1	engulfment and cell motility 1	protein-coding
17:71251920	chr17	71251821	71252021	+	173	NA	intron (NM_001129885, intron 3 of 5)	intron (NM_001129885, intron 3 of 5)	6098	NM_001129885	642843	Hs.534707	NM_001129885	ENSG00000187959	CPSF4L	-	cleavage and polyadenylation specific factor 4 like	protein-coding
6:3644521	chr6	3644422	3644622	+	173	NA	Intergenic	Intergenic	107724	NM_183373	221749	Hs.484500	NM_183373	ENSG00000168994	PXDC1	C6orf145	PX domain containing 1	protein-coding
17:62398587	chr17	62398488	62398688	+	173	NA	3' UTR (NM_000442, exon 2 of 2)	3' UTR (NM_000442, exon 2 of 2)	8495	NM_000442	5175	Hs.376675	NM_000442	ENSG00000261371	PECAM1	CD31|CD31/EndoCAM|GPIIA'|PECA1|PECAM-1|endoCAM	platelet and endothelial cell adhesion molecule 1	protein-coding
1:112390310	chr1	112390211	112390411	+	173	NA	intron (NM_172198, intron 2 of 6)	intron (NM_172198, intron 2 of 6)	9216	NR_046783	100874295	Hs.738190	NR_046783	ENSG00000232558	KCND3-IT1	-	KCND3 intronic transcript 1	ncRNA
15:33080287	chr15	33080188	33080388	+	173	NA	intron (NM_001103184, intron 15 of 16)	intron (NM_001103184, intron 15 of 16)	-69222	NR_109767	100131315	Hs.610545	NR_109767	ENSG00000259721	LOC100131315	-	uncharacterized LOC100131315	ncRNA
8:99960398	chr8	99960299	99960499	+	173	NA	intron (NM_001142462, intron 1 of 3)	intron (NM_001142462, intron 1 of 3)	3729	NM_001142462	116039	Hs.253247	NM_053001	ENSG00000164920	OSR2	-	odd-skipped related transciption factor 2	protein-coding
1:4555752	chr1	4555653	4555853	+	173	NA	Intergenic	Intergenic	-75794	NR_147025	105376679		NR_147025	ENSG00000232596	LINC01646	-	long intergenic non-protein coding RNA 1646	ncRNA
1:152012650	chr1	152012551	152012751	+	173	NA	Intergenic	Intergenic	-3171	NM_005620	6282	Hs.417004	NM_005620	ENSG00000163191	S100A11	HEL-S-43|MLN70|S100C	S100 calcium binding protein A11	protein-coding
6:168778157	chr6	168778058	168778258	+	173	NA	Intergenic	Intergenic	-57701	NR_104425	168002	Hs.673059	NM_214462	ENSG00000164488	DACT2	C6orf116|DAPPER2|DPR2|bA503C24.7	dishevelled binding antagonist of beta catenin 2	protein-coding
7:70815279	chr7	70815180	70815380	+	173	NA	intron (NM_022479, intron 2 of 10)	L2b|LINE|L2	-42524	NR_037477	100500836		NR_037477	ENSG00000265878	MIR3914-1	-	microRNA 3914-1	ncRNA
5:139128086	chr5	139127987	139128187	+	173	NA	Intergenic	Intergenic	-2279	NR_105052	101929696	Hs.147408	NR_105052	ENSG00000249131	PSD2-AS1	-	PSD2 antisense RNA 1	ncRNA
4:107683084	chr4	107682985	107683185	+	173	NA	Intergenic	Intergenic	274385	NM_014421	27123	Hs.211869	NM_014421	ENSG00000155011	DKK2	DKK-2	dickkopf WNT signaling pathway inhibitor 2	protein-coding
1:149900254	chr1	149900155	149900355	+	173	NA	promoter-TSS (NM_005850)	promoter-TSS (NM_005850)	-560	NM_005850	10262	Hs.516160	NM_005850	ENSG00000143368	SF3B4	AFD1|Hsh49|SAP49|SF3b49	splicing factor 3b subunit 4	protein-coding
11:27034256	chr11	27034157	27034357	+	173	NA	Intergenic	Intergenic	18598	NM_203371	387758	Hs.712718	NM_203371	ENSG00000176971	FIBIN	-	fin bud initiation factor homolog	protein-coding
5:57735142	chr5	57735043	57735243	+	173	NA	Intergenic	Intergenic	20770	NM_006622	10769	Hs.398157	NM_006622	ENSG00000145632	PLK2	SNK|hPlk2|hSNK	polo like kinase 2	protein-coding
8:128622353	chr8	128622254	128622454	+	173	NA	Intergenic	L2a|LINE|L2	123859	NR_117102	100270680	Hs.333720	NR_117101	ENSG00000249375	CASC11	CARLO7|CARLo-7|LINC00990|TCONS_00014535	cancer susceptibility 11	ncRNA
9:7981754	chr9	7981655	7981855	+	173	NA	Intergenic	MER89|LTR|ERV1	-181977	NM_001318058	90871	Hs.7517	NM_033428	ENSG00000137038	DMAC1	C9orf123|TMEM261	distal membrane arm assembly complex 1	protein-coding
9:126222660	chr9	126222561	126222761	+	173	NA	intron (NM_001352968, intron 12 of 18)	L2b|LINE|L2	25240	NR_106972	102465688		NR_106972	ENSG00000274932	MIR7150	hsa-mir-7150	microRNA 7150	ncRNA
2:2913682	chr2	2913583	2913783	+	173	NA	intron (NR_110228, intron 5 of 6)	intron (NR_110228, intron 5 of 6)	216115	NR_110228	101927554	Hs.638446	NR_110228	ENSG00000234423	LINC01250	-	long intergenic non-protein coding RNA 1250	ncRNA
15:66080281	chr15	66080182	66080382	+	173	NA	intron (NM_001320835, intron 1 of 32)	intron (NM_001320835, intron 1 of 32)	4349	NM_001320835	10260	Hs.654567	NM_005848	ENSG00000174485	DENND4A	IRLB|MYCPBP	DENN domain containing 4A	protein-coding
2:155547461	chr2	155547362	155547562	+	173	NA	Intergenic	Intergenic	-7631	NM_001260508	3760	Hs.591606	NM_002239	ENSG00000162989	KCNJ3	GIRK1|KGA|KIR3.1	potassium voltage-gated channel subfamily J member 3	protein-coding
3:172517877	chr3	172517778	172517978	+	173	NA	intron (NM_001349099, intron 18 of 24)	MER101-int|LTR|ERV1	49086	NM_001349096	1894	Hs.518299	NM_018098	ENSG00000114346	ECT2	ARHGEF31	epithelial cell transforming 2	protein-coding
14:72679144	chr14	72679045	72679245	+	173	NA	intron (NM_001370288, intron 2 of 16)	intron (NM_001370288, intron 2 of 16)	278901	NM_001370288	9628	Hs.509872	NM_004296	ENSG00000182732	RGS6	GAP|HA117|S914	regulator of G protein signaling 6	protein-coding
9:128969596	chr9	128969497	128969697	+	173	NA	Intergenic	MIRb|SINE|MIR	68597	NR_121584	101929116	Hs.382124	NR_121584	ENSG00000228392	LOC101929116	-	uncharacterized LOC101929116	ncRNA
16:7137093	chr16	7136994	7137194	+	173	NA	intron (NM_018723, intron 4 of 15)	intron (NM_018723, intron 4 of 15)	-245752	NM_145891	54715	Hs.459842	NM_018723	ENSG00000078328	RBFOX1	2BP1|A2BP1|FOX-1|FOX1|HRNBP1	RNA binding fox-1 homolog 1	protein-coding
8:140718103	chr8	140718004	140718204	+	173	NA	Intergenic	CpG-26022	-2738	NR_104210	51305	Hs.493037	NM_001282534	ENSG00000169427	KCNK9	K2p9.1|KT3.2|TASK-3|TASK3	potassium two pore domain channel subfamily K member 9	protein-coding
11:82952573	chr11	82952474	82952674	+	173	NA	intron (NM_182603, intron 9 of 9)	L2a|LINE|L2	44876	NM_001286120	60492	Hs.368866	NM_021825	ENSG00000137500	CCDC90B	MDS011|MDS025	coiled-coil domain containing 90B	protein-coding
2:235599535	chr2	235599436	235599636	+	173	NA	intron (NR_132376, intron 1 of 2)	intron (NR_132376, intron 1 of 2)	8224	NR_132376	106144537	Hs.580616	NR_132376	ENSG00000280744	LINC01173	-	long intergenic non-protein coding RNA 1173	ncRNA
16:85885078	chr16	85884979	85885179	+	173	NA	Intergenic	Intergenic	-47689	NM_002163	3394	Hs.137427	NM_002163	ENSG00000140968	IRF8	H-ICSBP|ICSBP|ICSBP1|IMD32A|IMD32B|IRF-8	interferon regulatory factor 8	protein-coding
4:1283668	chr4	1283569	1283769	+	173	NA	promoter-TSS (NM_001297430)	promoter-TSS (NM_001297430)	-10	NM_005882	10296	Hs.139896	NM_005882	ENSG00000090316	MAEA	EMLP|EMP|GID9|HLC-10|P44EMLP|PIG5	macrophage erythroblast attacher	protein-coding
1:71008771	chr1	71008672	71008872	+	173	NA	Intergenic	Intergenic	131821	NM_001902	1491	Hs.19904	NM_001902	ENSG00000116761	CTH	-	cystathionine gamma-lyase	protein-coding
11:78129551	chr11	78129452	78129652	+	173	NA	promoter-TSS (NM_080491)	promoter-TSS (NM_080491)	-686	NM_080491	9846	Hs.429434	NM_012296	ENSG00000033327	GAB2	-	GRB2 associated binding protein 2	protein-coding
18:25236540	chr18	25236441	25236641	+	173	NA	Intergenic	Intergenic	-313921	NR_134589	105372038	Hs.722107	NR_134589	ENSG00000264151	LOC105372038	-	uncharacterized LOC105372038	ncRNA
1:22778403	chr1	22778304	22778504	+	173	NA	promoter-TSS (NM_001330398)	promoter-TSS (NM_001330398)	60	NM_014870	9923	Hs.418966	NM_014870	ENSG00000184677	ZBTB40	ZNF923	zinc finger and BTB domain containing 40	protein-coding
15:58577546	chr15	58577447	58577647	+	173	NA	Intergenic	Intergenic	-146643	NM_000236	3990	Hs.654472	NM_000236	ENSG00000166035	LIPC	HDLCQ12|HL|HTGL|LIPH	lipase C, hepatic type	protein-coding
1:207226377	chr1	207226278	207226478	+	173	NA	promoter-TSS (NM_001018053)	promoter-TSS (NM_001018053)	-53	NM_001276320	55432	Hs.567533	NM_018566	ENSG00000180667	YOD1	DUBA8|OTUD2|PRO0907	YOD1 deubiquitinase	protein-coding
19:9251083	chr19	9250984	9251184	+	173	NA	promoter-TSS (NM_001190791)	promoter-TSS (NM_001190791)	11	NM_020933	57693	Hs.465829	NM_020933	ENSG00000130803	ZNF317	-	zinc finger protein 317	protein-coding
22:31885871	chr22	31885772	31885972	+	173	NA	promoter-TSS (NM_019843)	promoter-TSS (NM_019843)	-44	NM_019843	56478	Hs.517559	NM_019843	ENSG00000184708	EIF4ENIF1	4E-T|Clast4	eukaryotic translation initiation factor 4E nuclear import factor 1	protein-coding
1:208404631	chr1	208404532	208404732	+	173	NA	intron (NM_025179, intron 1 of 31)	intron (NM_025179, intron 1 of 31)	13097	NM_025179	5362	Hs.497626	NM_025179	ENSG00000076356	PLXNA2	OCT|PLXN2	plexin A2	protein-coding
20:21000578	chr20	21000479	21000679	+	173	NA	Intergenic	Intergenic	86420	NR_147212	105372556	Hs.371339	NR_147212	ENSG00000225127	LINC00237	NCRNA00237	long intergenic non-protein coding RNA 237	ncRNA
12:12808906	chr12	12808807	12809007	+	173	NA	Intergenic	Intergenic	40210	NM_006143	2842	Hs.657862	NM_006143	ENSG00000183150	GPR19	-	G protein-coupled receptor 19	protein-coding
22:26236980	chr22	26236881	26237081	+	173	NA	intron (NM_032608, intron 17 of 43)	intron (NM_032608, intron 17 of 43)	98826	NM_032608	84700	Hs.417959	NM_032608	ENSG00000133454	MYO18B	KFS4	myosin XVIIIB	protein-coding
6:65543969	chr6	65543870	65544070	+	173	NA	intron (NM_001292009, intron 19 of 43)	intron (NM_001292009, intron 19 of 43)	-467341	NM_001271675	441155	Hs.546686	NM_001271675		LOC441155	-	zinc finger CCCH-type domain-containing-like	protein-coding
6:155635104	chr6	155635005	155635205	+	173	NA	intron (NM_001350501, intron 1 of 6)	intron (NM_001350501, intron 1 of 6)	513	NM_016020	51106	Hs.279908	NM_016020	ENSG00000029639	TFB1M	CGI-75|CGI75|mtTFB|mtTFB1	transcription factor B1, mitochondrial	protein-coding
19:5536619	chr19	5536520	5536720	+	173	NA	Intergenic	CpG	31425	NR_027064	257000	Hs.515575	NM_153375	ENSG00000223573	TINCR	LINC00036|NCRNA00036|PLAC2|onco-lncRNA-16	TINCR ubiquitin domain containing	ncRNA
4:7464340	chr4	7464241	7464441	+	173	NA	intron (NM_020777, intron 2 of 26)	L2b|LINE|L2	2586	NR_036238	100422826		NR_036238	ENSG00000266690	MIR4274	-	microRNA 4274	ncRNA
8:37093695	chr8	37093596	37093796	+	173	NA	intron (NR_031672, intron 2 of 2).2	intron (NR_031672, intron 2 of 2).2	114225	NR_031672	100302233		NR_031672	ENSG00000221641	MIR1268A	MIR1268|MIRN1268|hsa-mir-1268|hsa-mir-1268a	microRNA 1268a	ncRNA
16:3071875	chr16	3071776	3071976	+	173	NA	TTS (NM_001002017)	TTS (NM_001002017)	1507	NM_016639	51330	Hs.355899	NM_016639	ENSG00000006327	TNFRSF12A	CD266|FN14|TWEAKR	TNF receptor superfamily member 12A	protein-coding
1:77497060	chr1	77496961	77497161	+	173	NA	intron (NM_001320274, intron 2 of 2)	intron (NM_001320274, intron 2 of 2)	-28767	NR_106978	102466995		NR_106978	ENSG00000276081	MIR7156	hsa-mir-7156	microRNA 7156	ncRNA
4:167748488	chr4	167748389	167748589	+	173	NA	intron (NM_001040159, intron 6 of 10)	MIRb|SINE|MIR	407088	NM_001204353	50859	Hs.481133	NM_016950	ENSG00000196104	SPOCK3	HSAJ1454|TES-3|TICN3	SPARC (osteonectin), cwcv and kazal like domains proteoglycan 3	protein-coding
4:183710370	chr4	183710271	183710471	+	173	NA	exon (NM_001080477, exon 25 of 28)	exon (NM_001080477, exon 25 of 28)	128035	NM_001351744	1635	Hs.183850	NM_001921	ENSG00000129187	DCTD	-	dCMP deaminase	protein-coding
5:93698467	chr5	93698368	93698568	+	173	NA	intron (NM_001145678, intron 20 of 20)	intron (NM_001145678, intron 20 of 20)	-251064	NM_001163417	83989	Hs.600086	NM_032042	ENSG00000113391	FAM172A	C5orf21|Toupee	family with sequence similarity 172 member A	protein-coding
4:180337188	chr4	180337089	180337289	+	173	NA	Intergenic	Intergenic	-1508099	NR_108093	101928656	Hs.508131	NR_108092	ENSG00000251504	LINC01099	-	long intergenic non-protein coding RNA 1099	ncRNA
22:44788771	chr22	44788672	44788872	+	173	NA	Intergenic	Intergenic	-50435	NR_109966	101927526	Hs.339290	NR_109966	ENSG00000232655	LINC01656	-	long intergenic non-protein coding RNA 1656	ncRNA
5:40410698	chr5	40410599	40410799	+	173	NA	Intergenic	Intergenic	-269318	NM_000958	5734	Hs.199248	NM_000958	ENSG00000171522	PTGER4	EP4|EP4R	prostaglandin E receptor 4	protein-coding
9:91975144	chr9	91975045	91975245	+	173	NA	TTS (NM_001354702)	TTS (NM_001354702)	41379	NM_001282690	79048	Hs.59804	NM_024077	ENSG00000187742	SECISBP2	SBP2	SECIS binding protein 2	protein-coding
